CNTYVTD,VTDKEY,BidenD_24P_President,CornejoD_24P_President,LockeD_24P_President,LozadaD_24P_President,PerezD_24P_President,PhillipsD_24P_President,UygurD_24P_President,WilliamsonD_24P_President
"0850142",1775,243,2,1,0,0,8,3,6
"0850143",1776,100,1,0,0,1,3,2,6
"0850144",1777,140,1,0,2,1,10,11,4
"0850145",1778,88,0,1,0,1,2,3,4
"0850146",1779,222,5,2,1,1,9,6,13
"0850147",1780,63,1,0,0,0,2,2,4
"0850148",1781,56,1,0,0,0,6,9,1
"0850149",1782,168,2,2,1,2,10,3,14
"0850150",1783,223,0,1,0,2,3,1,9
"0850151",1784,95,2,0,0,0,1,5,3
"0850152",1785,19,0,0,0,0,1,0,0
"0850153",1786,172,5,2,1,1,6,17,9
"0850154",1787,43,0,0,0,0,1,1,2
"0850155",1788,116,0,0,0,0,4,3,1
"0850156",1789,169,1,0,0,4,7,4,7
"0850157",1790,139,3,0,0,1,4,11,12
"0850158",1791,113,2,2,0,2,9,29,11
"0850159",1792,124,0,1,2,0,6,11,7
"0850160",1793,14,0,0,0,0,0,0,1
"0850161",1794,14,0,0,0,0,0,0,0
"0850162",1795,13,1,0,0,0,1,0,1
"0850163",1796,91,0,2,0,1,1,8,4
"0850164",1797,214,0,0,1,0,2,4,2
"0850165",1798,41,1,0,0,0,1,4,3
"0850166",1799,163,0,1,2,2,3,23,7
"0850167",1800,229,2,3,3,1,4,12,14
"0850168",1801,61,0,0,1,0,4,0,5
"0850169",1802,167,2,1,1,1,3,6,3
"0850170",1803,77,1,1,0,0,6,3,6
"0850171",1804,96,0,0,1,1,2,7,9
"0850172",1805,73,1,0,0,1,3,1,4
"0850173",1806,24,0,0,0,0,0,0,1
"0850174",1807,147,2,0,2,0,7,3,4
"0850175",1808,76,0,1,0,1,1,6,4
"0850176",1809,99,1,0,1,1,2,3,4
"0850177",1810,95,0,1,0,0,0,0,2
"0850178",1811,69,1,1,0,0,3,1,1
"0850179",1812,230,0,0,1,0,6,1,4
"0850180",1813,122,0,1,1,1,4,7,6
"0850181",1814,78,2,0,0,2,2,0,8
"0850182",1815,198,2,0,1,1,4,4,10
"0850183",1816,2,0,0,0,0,0,0,0
"0850184",1817,88,3,3,1,0,5,2,4
"0850185",1818,4,0,0,0,0,0,0,0
"0850186",1819,2,0,0,0,0,0,0,0
"0850187",1820,12,0,0,0,0,0,0,1
"0850188",1821,0,0,0,0,0,0,0,1
"0850189",1822,17,0,0,1,0,0,0,0
"0850190",1823,1,0,1,0,0,1,0,0
"0850191",1824,17,2,0,0,0,2,1,0
"0850192",1825,102,2,1,0,1,6,1,7
"0850193",1826,32,0,1,0,0,3,0,2
"0850194",1827,2,0,0,0,0,0,0,0
"0850195",1828,23,0,0,0,1,0,0,2
"0850196",1829,83,0,0,0,0,1,5,4
"0850197",1830,64,0,0,0,0,4,4,2
"0850198",1831,5,0,0,0,0,0,0,0
"0850199",1832,77,1,1,0,0,5,2,1
"0850200",1833,52,0,0,2,1,1,2,2
"0850201",1834,0,0,0,0,0,0,0,0
"0850202",1835,0,0,0,0,0,0,0,0
"0850203",1836,145,2,0,0,2,3,1,13
"0850204",1837,15,0,0,0,0,0,0,0
"0850205",1838,2,0,0,0,0,0,0,0
"0850206",1839,80,0,2,0,1,3,1,6
"0850207",1840,155,0,1,2,1,0,4,6
"0850208",1841,146,0,0,0,2,5,2,6
"0850209",1842,42,0,0,0,1,1,2,3
"0850210",1843,76,3,1,0,0,1,8,6
"0850211",1844,141,0,1,1,0,1,3,5
"0850212",1845,84,1,1,0,1,3,6,2
"0850213",1846,124,4,0,2,7,11,4,3
"0850214",1847,82,0,1,0,0,2,2,5
"0850215",1848,65,1,0,0,1,4,1,5
"0850216",1849,119,1,1,0,3,9,4,7
"0850217",1850,109,0,0,0,1,4,2,3
"0850218",1851,150,6,1,1,1,3,12,3
"0850219",1852,161,0,1,4,2,5,14,5
"0850220",1853,141,0,2,1,1,10,25,9
"0850221",1854,182,0,0,2,0,3,1,3
"0850222",1855,157,2,0,2,3,3,12,10
"0850223",1856,99,0,0,0,0,6,1,6
"0850224",1857,92,0,0,1,0,1,1,3
"0850225",1858,139,2,1,0,0,4,9,9
"0850226",1859,239,2,0,3,2,8,4,9
"0850227",1860,169,2,0,0,0,9,3,12
"0850228",1861,170,4,1,1,0,5,4,6
"0850229",1862,62,2,1,0,0,0,4,5
"0850230",1863,175,1,2,2,1,8,5,15
"0850231",1864,166,5,4,2,3,8,0,9
"0850232",1865,168,3,1,0,0,6,4,9
"0850233",1866,81,1,1,1,1,3,2,2
"0850234",1867,135,3,2,2,0,5,8,3
"0850235",1868,70,1,0,0,0,1,9,2
"0850236",1869,114,1,1,0,1,1,5,6
"0850237",1870,77,0,0,0,0,1,8,6
"0850238",1871,133,0,0,1,2,12,6,8
"0850239",1872,110,0,0,1,1,3,0,3
"0850240",1873,70,2,0,0,1,7,1,2
"0850241",1874,71,0,0,0,0,6,9,0
"0850242",1875,177,2,2,0,0,10,6,4
"0850243",1876,49,0,0,0,2,4,5,3
"0850244",1877,141,1,0,1,1,5,6,10
"0850245",1878,59,0,0,0,1,1,3,2
"0850246",1879,163,0,0,0,0,3,6,6
"0850247",1880,67,0,0,0,0,1,0,1
"0850248",1881,59,0,1,1,1,6,5,2
"0850249",1882,135,0,3,0,0,3,2,9
"0850250",1883,80,1,1,0,0,4,43,9
"0850251",1884,79,2,0,1,2,1,0,3
"0850252",1885,51,1,0,0,0,3,6,2
"0870101",1886,7,0,0,0,0,0,0,0
"0870201",1887,0,0,0,0,0,0,0,0
"0870202",1888,0,0,0,0,0,0,0,0
"0870301",1889,2,0,0,1,0,0,0,0
"0870302",1890,0,0,0,0,0,0,0,0
"0870401",1891,0,0,0,0,0,0,0,0
"0870402",1892,0,0,0,0,0,0,0,0
"0890101",1893,61,1,0,0,0,2,0,0
"0890102",1894,4,0,0,0,0,0,0,0
"0890103",1895,2,0,0,0,0,0,0,0
"0890201",1896,57,1,1,1,1,1,0,3
"0890202",1897,10,0,0,0,0,0,0,1
"0890302",1898,20,0,0,0,0,0,0,0
"0890303",1899,16,0,0,0,0,0,0,1
"0890304",1900,4,0,0,0,0,0,0,0
"0890305",1901,37,1,0,0,1,1,0,1
"0890401",1902,15,0,0,0,0,0,1,0
"0890402",1903,65,5,0,1,4,3,0,2
"0910101",1904,183,1,0,0,2,4,0,7
"0910102",1905,140,2,0,2,0,2,0,3
"0910103",1906,134,2,1,0,0,5,0,5
"0910104",1907,90,0,1,0,0,0,0,4
"0910105",1908,116,0,0,1,1,0,1,9
"0910106",1909,121,0,1,0,1,1,0,3
"0910107",1910,203,2,0,0,1,3,0,2
"0910108",1911,59,0,1,0,2,2,0,2
"0910109A",1912,87,0,0,0,0,3,0,3
"0910109B",1913,1,0,0,0,0,0,0,0
"0910110",1914,60,0,0,0,1,1,0,1
"0910201",1915,163,2,0,0,2,2,1,6
"0910202A",1916,71,0,0,1,0,1,1,2
"0910202B",1917,0,0,0,0,0,0,0,0
"0910203",1918,147,1,0,1,0,2,1,5
"0910204",1919,113,1,1,0,3,1,0,3
"0910205",1920,265,1,2,2,6,3,0,12
"0910206",1921,108,1,2,1,3,3,1,5
"0910207",1922,81,1,0,1,1,2,0,3
"0910208A",1923,134,2,0,1,2,1,0,6
"0910208B",1924,2,0,0,0,0,0,0,0
"0910208C",1925,0,0,0,0,0,0,0,0
"0910208D",1926,4,0,0,0,0,0,0,0
"0910301A",1927,123,2,2,2,2,5,2,7
"0910301B",1928,0,0,0,0,0,0,0,0
"0910302",1929,73,0,0,0,1,1,0,5
"0910303",1930,47,0,0,1,3,0,0,2
"0910304",1931,95,3,1,0,0,0,1,6
"0910305",1932,110,1,0,0,2,7,0,8
"0910306",1933,77,0,0,1,1,1,0,2
"0910307",1934,54,2,0,0,2,1,0,5
"0910308",1935,127,0,0,1,1,5,1,4
"0910401",1936,133,2,0,1,2,4,0,3
"0910402",1937,187,1,0,2,0,2,3,11
"0910403",1938,140,0,0,0,4,6,1,5
"0910404",1939,100,3,0,2,1,5,0,6
"0910405A",1940,100,0,0,1,1,3,0,4
"0910405B",1941,0,0,0,0,0,0,0,0
"0910405C",1942,0,0,0,0,0,0,0,0
"0910406",1943,181,0,0,0,1,1,0,4
"0910407",1944,134,0,0,1,1,4,0,5
"0910408",1945,141,0,0,0,0,2,1,7
"0930001",1946,14,0,1,1,1,0,0,1
"0930002",1947,16,0,0,0,0,1,1,0
"0930004",1948,0,0,0,0,0,0,0,0
"0930005",1949,12,0,1,0,0,0,0,0
"0930006",1950,4,0,0,0,0,1,0,0
"0930007",1951,7,0,0,0,0,0,0,0
"0930009",1952,5,0,0,0,0,0,0,0
"0930010",1953,9,0,0,0,0,0,0,0
"0930011",1954,11,0,0,0,0,0,0,1
"0930012",1955,38,0,0,0,1,7,0,2
"0930013",1956,1,0,1,0,0,0,0,0
"0930014",1957,2,0,0,0,0,0,0,0
"0930015",1958,7,0,0,0,0,1,0,0
"0930016",1959,0,0,0,0,0,0,0,0
"0950101",1960,5,0,0,0,0,0,0,0
"0950102",1961,1,0,0,0,0,1,0,0
"0950203",1962,1,0,0,0,0,0,0,0
"0950204",1963,0,0,0,0,0,0,0,0
"0950205",1964,4,0,0,0,0,0,0,0
"0950306",1965,14,1,0,0,1,1,0,0
"0950407",1966,0,0,0,0,0,0,0,0
"0950408",1967,5,0,0,0,1,1,0,0
"0970001",1968,11,0,0,0,1,0,0,0
"0970002",1969,45,1,3,0,0,1,2,0
"0970003",1970,4,0,0,0,0,1,1,1
"0970004",1971,7,0,0,0,0,0,0,0
"0970006",1972,25,0,1,0,0,0,0,2
"0970007",1973,19,0,3,0,0,0,1,0
"0970008",1974,7,0,1,1,0,1,0,1
"0970010",1975,25,0,1,0,0,5,0,1
"0970011",1976,32,1,1,0,2,5,0,3
"0970012",1977,20,0,0,0,0,1,1,1
"0970017",1978,1,0,1,0,0,0,0,0
"0970018",1979,6,0,0,0,0,0,1,3
"097001C",1980,78,0,3,0,1,5,1,7
"0970021",1981,6,0,1,0,0,0,1,2
"0970022",1982,48,0,0,1,0,2,1,2
"0970033",1983,1,0,0,0,0,0,0,0
"097004C",1984,49,1,1,0,1,2,0,1
"0990101",1985,169,2,1,4,2,3,2,9
"0990102",1986,13,0,0,0,0,3,0,2
"0990103",1987,9,0,0,0,0,0,0,0
"0990104",1988,145,4,0,0,5,8,1,8
"0990205",1989,30,1,1,0,1,2,0,0
"0990206",1990,42,0,1,0,1,1,0,2
"0990207",1991,169,2,2,0,3,6,1,10
"0990308",1992,43,2,0,1,0,1,0,2
"0990309",1993,12,0,0,0,0,2,1,1
"0990310",1994,11,0,0,0,0,0,0,1
"0990311",1995,0,0,0,0,0,0,0,0
"0990412",1996,106,2,1,0,0,0,0,5
"0990413",1997,35,3,1,0,0,1,0,3
"0990414",1998,1,0,1,0,0,0,0,0
"0990415",1999,4,0,0,0,0,0,0,0
"0990416",2000,98,3,1,1,3,1,1,5
"1010101",2001,5,0,0,0,0,0,0,0
"1010201",2002,4,0,0,0,0,0,0,0
"1010301",2003,7,1,0,2,1,0,0,1
"1010401",2004,0,0,1,0,1,0,0,0
"1030001",2005,2,0,0,0,0,0,0,0
"1030002",2006,4,1,0,1,1,0,0,0
"1030003",2007,11,0,0,2,0,1,0,0
"1030004",2008,1,1,0,0,0,0,0,0
"1050001",2009,16,0,0,2,1,1,0,1
"1050002",2010,17,0,0,0,1,2,0,1
"1050003",2011,8,0,0,0,0,0,0,0
"1050004",2012,10,0,0,1,4,1,0,1
"1070011",2013,9,0,0,0,0,0,0,0
"1070027",2014,5,0,0,0,1,0,0,0
"1070039",2015,16,0,3,0,2,0,0,1
"1070044",2016,12,0,0,0,0,0,0,1
"1090001",2017,47,13,3,6,8,5,1,6
"1090002",2018,43,11,6,7,12,7,2,6
"1090004",2019,41,9,2,4,9,1,1,4
"10903-3",2020,6,1,1,1,2,0,0,0
"10903-5",2021,32,7,3,4,15,6,1,7
"1110001",2022,3,0,0,0,0,0,0,0
"1110002",2023,0,0,0,0,0,0,0,0
"1110003",2024,0,0,0,0,0,0,0,0
"1110004",2025,0,0,0,0,0,0,0,0
"1110005",2026,1,0,0,0,0,0,0,0
"1110006",2027,2,0,0,0,0,0,0,0
"1110007",2028,3,1,0,0,0,0,0,0
"1110008",2029,4,0,0,0,0,0,0,0
"1110009",2030,0,1,0,0,0,1,0,2
"1131004",2031,209,2,0,0,0,4,0,4
"1131006",2032,216,1,2,5,1,3,2,6
"1131007",2033,41,0,0,0,0,1,0,0
"1131039",2034,15,0,0,0,0,1,0,1
"1131040",2035,225,0,0,5,2,2,2,12
"1131041",2036,31,1,0,1,0,0,0,2
"1131043",2037,237,2,0,2,0,5,1,9
"1131044",2038,308,1,2,0,3,6,6,10
"1131045",2039,76,3,1,3,3,4,0,6
"1131046",2040,23,0,0,3,0,3,0,2
"1131047",2041,106,1,0,4,6,1,1,9
"1131048",2042,363,0,2,8,2,10,6,18
"1131049",2043,178,1,1,1,0,8,2,13
"1131050",2044,27,0,0,0,0,0,1,0
"1131051",2045,41,0,0,1,0,0,0,4
"1131052",2046,504,1,3,5,2,8,1,27
"1131054",2047,92,2,3,1,3,1,2,4
"1131055",2048,31,1,0,2,0,1,0,1
"1131056",2049,75,0,1,0,3,1,1,4
"1131057",2050,149,4,2,6,3,7,3,8
"1131058",2051,213,2,2,7,3,3,7,13
"1131059",2052,235,1,2,1,7,1,1,7
"1131060",2053,731,2,1,7,5,11,5,14
"1131061",2054,236,0,0,3,4,7,2,8
"1131062",2055,1,0,0,0,0,0,0,0
"1131063",2056,79,2,1,4,2,3,1,3
"1131064",2057,9,0,0,0,0,0,0,1
"1131065",2058,178,6,2,7,6,5,2,7
"1131067",2059,1,0,0,0,0,0,0,0
"1131068",2060,10,2,0,0,0,0,0,0
"1131076",2061,1,0,0,0,0,0,0,0
"1131077",2062,0,0,0,0,0,0,0,0
"1131078",2063,80,4,3,2,0,1,0,6
"1131079",2064,221,0,2,3,2,2,2,9
"1131080",2065,52,3,0,1,1,0,2,4
"1131081",2066,447,7,1,13,1,5,3,13
"1131082",2067,7,1,1,2,0,0,0,0
"1131083",2068,87,6,0,5,8,2,2,7
"1131084",2069,573,7,4,6,8,10,1,25
"1131085",2070,35,3,0,7,1,1,2,4
"1131086",2071,34,0,0,0,0,2,0,4
"1131087",2072,439,4,1,7,14,15,6,22
"1131088",2073,98,7,0,7,11,0,3,8
"1131089",2074,168,1,3,8,1,3,2,8
"1131090",2075,136,4,1,3,6,5,2,7
"1131091",2076,116,7,0,5,7,4,1,6
"1131092",2077,170,5,3,7,8,8,3,11
"1131093",2078,114,5,0,5,2,4,1,7
"1131094",2079,80,2,2,4,2,1,0,7
"1131095",2080,84,2,1,6,6,6,1,4
"1131096",2081,55,2,1,1,6,1,0,5
"1131097",2082,132,5,4,8,2,7,1,7
"1131098",2083,142,4,2,4,2,6,1,13
"1131099",2084,4,0,0,0,0,0,0,0
"1131100",2085,195,6,4,14,3,6,3,9
"1131101",2086,55,1,1,7,2,1,0,3
"1131102",2087,64,4,2,2,3,2,2,4
"1131103",2088,27,0,1,1,2,0,0,1
"1131104",2089,143,1,4,10,1,7,1,14
"1131105",2090,4,0,0,0,0,0,0,0
"1131106",2091,13,0,0,2,0,1,0,0
"1131107",2092,32,1,0,1,2,1,0,1
"1131108",2093,141,3,0,2,1,4,3,7
"1131109",2094,6,1,0,2,1,4,0,0
"1131110",2095,0,0,0,0,0,0,0,0
"1131111",2096,47,1,0,2,2,3,2,2
"1131113",2097,13,0,0,0,1,1,1,0
"1131114",2098,29,1,2,1,0,2,0,6
"1131115",2099,86,1,0,7,6,2,1,9
"1131116",2100,80,4,0,6,8,2,2,7
"1131121",2101,98,1,1,5,3,1,2,12
"1131124",2102,0,0,0,0,0,0,0,0
"1131125",2103,86,3,0,7,2,2,0,7
"1131128",2104,70,0,0,0,0,1,1,1
"1131129",2105,6,0,0,2,0,0,0,0
"1131133",2106,61,4,0,0,0,1,0,2
"1131134",2107,21,0,2,2,0,4,0,1
"1131135",2108,96,1,1,2,5,3,1,4
"1131136",2109,0,0,0,0,0,0,0,0
"1131137",2110,1,0,0,0,0,0,0,0
"1131139",2111,0,0,0,0,0,0,0,0
"1131140",2112,0,0,0,0,0,0,0,0
"1131141",2113,117,1,0,2,0,1,0,4
"1131142",2114,251,0,0,4,2,4,1,8
"1131143",2115,179,0,1,2,0,2,0,2
"1131144",2116,327,2,1,2,0,1,0,11
"1131146",2117,237,0,1,1,1,6,0,13
"1131147",2118,63,1,0,0,1,2,0,2
"1131148",2119,0,0,0,0,0,0,0,0
"1131151",2120,6,0,0,0,0,0,1,0
"1131153",2121,0,0,0,0,0,0,0,0
"1131159",2122,0,0,0,0,0,0,0,0
"1131162",2123,0,0,0,0,0,0,0,0
"1131163",2124,198,0,1,1,0,2,0,7
"1131164",2125,251,2,1,1,2,6,0,14
"1131165",2126,294,1,0,0,1,6,2,6
"1131168",2127,427,2,0,5,1,6,3,7
"1131169",2128,396,0,0,3,0,5,0,14
"1131170",2129,200,0,0,3,0,6,1,6
"1131171",2130,359,2,1,4,2,7,4,14
"1131172",2131,235,1,2,2,4,3,1,9
"1131173",2132,208,0,0,1,0,0,2,2
"1131174",2133,414,3,0,0,2,2,3,12
"1131176",2134,0,0,0,0,0,0,0,0
"1131300",2135,96,7,2,5,3,5,6,6
"1131301",2136,118,0,2,5,4,2,1,8
"1131302",2137,109,0,1,0,2,3,0,6
"1131303",2138,0,0,0,0,0,0,0,1
"1131304",2139,79,3,1,1,1,3,1,6
"1131305",2140,45,1,1,6,2,1,0,3
"1131307",2141,2,0,1,0,0,0,0,0
"1131308",2142,86,2,3,2,1,4,0,9
"1131309",2143,8,0,0,0,0,0,0,0
"1131310",2144,123,1,0,4,3,2,0,7
"1131311",2145,132,4,1,5,4,8,0,5
"1131312",2146,41,1,1,1,2,0,0,4
"1131313",2147,37,0,1,0,3,1,0,0
"1131314",2148,143,4,3,5,3,5,0,9
"1131315",2149,2,0,0,0,0,0,0,0
"1131316",2150,28,0,1,0,0,0,0,2
"1131323",2151,0,0,0,0,0,0,0,0
"1131324",2152,184,3,3,4,1,3,5,8
"1131325",2153,158,1,2,3,2,5,3,11
"1131326",2154,78,1,0,3,1,2,0,6
"1131327",2155,121,9,2,5,7,2,2,7
"1131328",2156,0,0,0,0,0,0,0,0
"1131329",2157,0,0,0,0,0,0,0,0
"1131401",2158,18,1,0,0,1,3,0,1
"1131402",2159,102,1,4,3,3,6,0,9
"1131403",2160,0,0,0,0,1,0,0,0
"1131404",2161,55,0,1,2,2,0,0,2
"1131405",2162,12,0,0,1,1,0,0,0
"1131406",2163,36,0,0,0,0,0,0,1
"1131407",2164,0,0,0,0,0,0,0,0
"1131408",2165,0,0,0,0,0,0,0,0
"1131409",2166,32,1,0,1,0,0,0,1
"1131410",2167,103,3,1,4,3,3,0,8
"1131411",2168,167,2,3,4,4,6,3,11
"1131412",2169,6,1,0,2,1,0,0,0
"1131700",2170,67,1,0,5,2,2,1,6
"1131701",2171,96,2,1,5,2,2,1,6
"1131702",2172,146,2,2,0,1,1,13,8
"1131703",2173,183,3,1,5,4,7,11,7
"1131704",2174,75,3,1,3,3,2,1,7
"1131705",2175,118,0,4,6,4,1,4,7
"1131706",2176,81,1,0,4,1,1,1,9
"1131707",2177,7,2,0,0,0,0,1,0
"1131708",2178,44,1,0,2,0,0,1,1
"1131709",2179,168,4,2,8,5,3,5,7
"1131710",2180,69,6,1,2,4,3,1,4
"1131711",2181,68,2,0,3,1,3,4,1
"1131712",2182,117,0,2,3,1,1,1,2
"1131713",2183,38,0,0,1,1,1,0,3
"1131714",2184,94,0,0,3,5,1,2,6
"1131715",2185,44,2,1,1,2,1,0,4
"1131716",2186,157,2,2,7,3,4,4,9
"1131717",2187,166,1,2,6,4,3,2,9
"1131718",2188,71,2,1,2,1,4,0,5
"1131719",2189,102,3,2,5,3,3,3,6
"1131720",2190,179,1,0,2,5,3,3,8
"1131721",2191,140,0,0,3,1,1,0,8
"1131722",2192,157,2,3,2,4,2,1,6
"1131723",2193,5,0,0,0,0,0,0,0
"1131724",2194,6,0,0,0,0,1,0,1
"1131725",2195,31,1,0,0,0,0,1,1
"1131726",2196,98,2,0,5,1,2,1,5
"1131727",2197,6,0,0,0,0,0,0,0
"1131728",2198,42,3,0,2,2,0,1,4
"1131729",2199,62,1,1,3,2,4,1,1
"1131730",2200,0,0,0,0,0,0,0,0
"1131731",2201,0,0,0,0,0,0,0,0
"1131732",2202,62,1,1,3,0,1,3,3
"1131733",2203,180,4,0,7,5,3,5,7
"1131734",2204,68,2,2,4,1,5,2,5
"1131735",2205,289,1,1,7,4,4,25,11
"1131736",2206,143,0,2,2,1,0,3,8
"1131737",2207,320,0,2,3,2,4,39,15
"1131738",2208,144,2,1,0,2,0,0,8
"1131739",2209,168,2,1,1,1,1,7,5
"1131740",2210,230,3,1,6,6,7,14,17
"1131741",2211,335,5,5,7,3,5,7,17
"1131742",2212,302,3,1,4,6,10,12,18
"1131743",2213,282,3,5,12,5,3,2,12
"1131744",2214,1,0,0,0,0,0,0,0
"1131745",2215,140,2,1,3,1,5,9,6
"1131746",2216,114,1,2,4,1,1,0,2
"1131747",2217,172,2,3,2,3,6,14,5
"1131748",2218,128,2,1,3,2,0,10,6
"1131749",2219,227,2,1,7,6,7,9,11
"1131750",2220,216,2,1,2,2,5,14,15
"1131751",2221,450,3,1,4,1,6,42,26
"1131752",2222,237,2,1,5,5,6,11,19
"1132000",2223,0,0,0,0,0,0,0,0
"1132001",2224,1,0,0,0,0,0,0,0
"1132002",2225,167,2,0,0,1,0,1,6
"1132003",2226,325,1,1,3,1,4,5,12
"1132004",2227,215,1,0,0,1,5,2,8
"1132005",2228,142,1,0,0,0,1,0,5
"1132006",2229,175,1,2,0,0,4,0,8
"1132007",2230,279,0,0,0,0,12,2,4
"1132008",2231,159,2,0,0,0,3,3,3
"1132009",2232,295,2,0,2,0,2,1,8
"1132010",2233,194,1,0,1,1,2,1,9
"1132011",2234,211,1,1,1,1,4,1,10
"1132015",2235,121,0,0,3,1,4,0,3
"1132016",2236,408,2,2,0,2,8,2,5
"1132017",2237,83,0,0,3,1,1,4,7
"1132018",2238,102,0,0,0,0,2,0,5
"1132019",2239,213,0,0,0,0,6,3,4
"1132020",2240,367,4,0,3,2,10,6,4
"1132021",2241,334,0,0,1,0,4,6,9
"1132022",2242,114,0,1,1,0,2,2,2
"1132023",2243,165,5,1,4,1,4,0,5
"1132024",2244,186,1,1,3,3,4,1,5
"1132025",2245,300,0,2,2,0,8,0,6
"1132026",2246,249,1,0,1,1,5,2,4
"1132027",2247,159,0,0,2,0,3,1,7
"1132028",2248,0,0,0,0,0,0,0,0
"1132030",2249,129,0,0,0,0,4,1,3
"1132031",2250,236,2,1,8,4,8,10,24
"1132032",2251,124,1,2,7,4,5,2,8
"1132033",2252,177,0,2,1,2,3,4,15
"1132035",2253,133,0,1,2,1,1,1,6
"1132037",2254,67,0,0,1,0,3,1,1
"1132038",2255,325,0,1,4,1,7,3,16
"1132039",2256,350,2,1,4,0,12,1,11
"1132040",2257,217,0,1,2,2,4,2,9
"1132041",2258,324,1,2,2,1,7,5,18
"1132042",2259,403,1,0,3,1,13,3,9
"1132043",2260,278,0,1,3,2,10,2,4
"1132044",2261,122,2,1,1,0,3,0,3
"1132045",2262,239,2,0,3,0,2,5,2
"1132046",2263,186,1,0,2,2,2,1,2
"1132047",2264,256,1,0,2,1,5,8,9
"1132048",2265,252,4,1,6,2,6,3,24
"1132049",2266,180,0,0,1,2,4,0,4
"1132050",2267,139,2,1,3,0,3,2,4
"1132051",2268,246,0,0,3,0,6,1,14
"1132052",2269,125,1,0,1,1,1,0,3
"1132053",2270,141,1,1,1,1,4,4,9
"1132054",2271,139,2,2,5,2,2,4,12
"1132055",2272,70,1,0,3,3,5,1,2
"1132056",2273,116,0,2,1,0,3,5,3
"1132057",2274,59,0,0,1,0,1,2,0
"1132058",2275,97,1,0,1,0,4,1,1
"1132074",2276,53,1,0,1,0,1,4,0
"1132076",2277,0,0,0,0,0,0,0,0
"1132077",2278,135,1,0,0,0,4,0,0
"1132079",2279,94,4,3,4,1,1,3,6
"1132080",2280,7,0,0,0,1,0,0,0
"1132081",2281,63,2,0,0,4,0,0,5
"1132082",2282,236,5,0,6,5,8,1,9
"1132083",2283,93,1,0,3,3,4,1,6
"1132084",2284,23,0,0,1,0,1,0,2
"1132085",2285,20,0,0,0,1,2,1,1
"1132086",2286,268,1,0,1,2,14,3,13
"1132087",2287,367,1,2,8,3,13,6,14
"1132090",2288,5,0,0,0,0,0,0,0
"1132091",2289,68,1,1,1,1,1,0,2
"1132092",2290,0,0,0,0,0,0,0,0
"1132094",2291,60,1,0,0,0,2,3,3
"1132095",2292,0,0,0,0,0,0,0,0
"1132096",2293,0,0,0,0,0,0,0,0
"1132097",2294,0,0,0,0,0,0,0,0
"1132098",2295,176,2,0,3,1,6,2,8
"1132099",2296,490,0,0,5,3,8,2,12
"11320A8",2297,0,0,0,0,0,0,0,0
"1132100",2298,329,4,2,7,1,10,4,26
"1132101",2299,106,0,1,0,1,4,2,9
"1132102",2300,268,3,0,1,2,10,4,11
"1132103",2301,75,2,1,2,1,5,2,5
"1132104",2302,22,0,0,0,1,0,0,2
"1132105",2303,264,4,2,0,2,10,0,10
"1132106",2304,97,2,1,2,1,3,1,12
"1132107",2305,8,0,0,0,0,0,1,2
"1132108",2306,39,0,0,1,0,4,1,2
"1132109",2307,0,0,0,0,0,0,0,0
"1132110",2308,24,1,0,3,2,3,0,2
"1132111",2309,3,0,0,0,0,0,0,0
"1132112",2310,7,0,0,0,0,0,0,0
"1132113",2311,0,0,0,0,0,0,0,0
"1132114",2312,468,1,0,0,0,6,0,12
"1132115",2313,20,0,0,0,0,1,0,0
"1132116",2314,13,0,0,0,0,0,1,1
"1132117",2315,92,2,1,4,1,4,0,7
"1132118",2316,69,4,0,4,5,2,1,7
"1132119",2317,10,0,0,0,0,1,0,0
"1132120",2318,181,2,3,2,0,8,4,10
"1132121",2319,45,1,0,1,1,3,1,3
"1132122",2320,134,0,0,2,2,5,7,5
"1132123",2321,78,2,3,4,1,3,12,4
"1132124",2322,94,5,0,5,1,1,2,14
"1132125",2323,270,5,1,6,1,2,4,6
"1132126",2324,75,2,0,1,1,1,2,3
"1132127",2325,254,1,0,3,1,6,30,18
"1132128",2326,428,0,2,3,3,8,3,14
"1132129",2327,21,1,0,2,1,3,0,0
"1132130",2328,74,1,0,5,0,1,3,6
"1132131",2329,77,2,0,2,0,2,5,9
"1132132",2330,43,1,0,1,1,4,0,3
"1132133",2331,1,0,0,0,0,0,0,0
"1132134",2332,164,1,2,3,0,2,1,9
"1132137",2333,40,2,0,3,2,4,5,6
"1132138",2334,21,2,2,4,1,2,2,3
"1132139",2335,30,1,1,1,0,2,0,4
"1132140",2336,35,1,2,0,1,0,0,5
"1132141",2337,44,0,0,1,0,0,2,10
"1132142",2338,53,1,1,2,1,2,0,4
"1132143",2339,22,1,0,0,0,0,0,1
"1132144",2340,137,0,1,0,0,4,1,4
"1132145",2341,132,2,0,2,2,0,2,6
"1132146",2342,129,3,2,2,2,4,3,8
"1132147",2343,253,2,0,2,0,5,1,13
"1132148",2344,61,0,0,1,0,1,1,7
"1132149",2345,167,2,0,2,2,5,3,18
"1132150",2346,91,0,1,3,7,3,2,10
"1132151",2347,21,0,0,1,0,0,0,1
"1132152",2348,92,3,0,1,3,4,3,8
"1132153",2349,113,2,2,2,0,1,5,9
"1132154",2350,5,0,0,0,0,0,0,0
"1132155",2351,345,1,4,3,3,5,1,9
"1132200",2352,111,0,0,1,0,4,2,4
