CNTYVTD,VTDKEY,ButcherD_24P_U.S. Rep 32,ChaudhryD_24P_U.S. Rep 32,CornwallisD_24P_U.S. Rep 32,FelderD_24P_U.S. Rep 32,JohnsonD_24P_U.S. Rep 32,ManningD_24P_U.S. Rep 32,McDowellD_24P_U.S. Rep 32,MooreD_24P_U.S. Rep 32,PanayiotouD_24P_U.S. Rep 32,WilliamsD_24P_U.S. Rep 32,ButcherD_24P_U.S. Rep 32_Percentage,ChaudhryD_24P_U.S. Rep 32_Percentage,CornwallisD_24P_U.S. Rep 32_Percentage,FelderD_24P_U.S. Rep 32_Percentage,JohnsonD_24P_U.S. Rep 32_Percentage,ManningD_24P_U.S. Rep 32_Percentage,McDowellD_24P_U.S. Rep 32_Percentage,MooreD_24P_U.S. Rep 32_Percentage,PanayiotouD_24P_U.S. Rep 32_Percentage,WilliamsD_24P_U.S. Rep 32_Percentage
1132043,2260,1,6,7,4,194,4,13,8,0,60,0.003367003367003367,0.020202020202020204,0.02356902356902357,0.013468013468013467,0.6531986531986532,0.013468013468013467,0.04377104377104377,0.026936026936026935,0.0,0.20202020202020202
1132044,2261,3,0,4,4,83,2,11,2,1,21,0.022900763358778626,0.0,0.030534351145038167,0.030534351145038167,0.6335877862595419,0.015267175572519083,0.08396946564885496,0.015267175572519083,0.007633587786259542,0.16030534351145037
1132045,2262,4,6,0,6,140,6,9,8,1,72,0.015873015873015872,0.023809523809523808,0.0,0.023809523809523808,0.5555555555555556,0.023809523809523808,0.03571428571428571,0.031746031746031744,0.003968253968253968,0.2857142857142857
1132048,2265,6,12,10,5,167,11,26,11,10,37,0.020338983050847456,0.04067796610169491,0.03389830508474576,0.01694915254237288,0.5661016949152542,0.03728813559322034,0.08813559322033898,0.03728813559322034,0.03389830508474576,0.12542372881355932
1132053,2270,13,6,4,2,70,8,1,19,3,35,0.08074534161490683,0.037267080745341616,0.024844720496894408,0.012422360248447204,0.43478260869565216,0.049689440993788817,0.006211180124223602,0.11801242236024845,0.018633540372670808,0.21739130434782608
1132054,2271,10,4,8,3,71,13,14,7,6,31,0.059880239520958084,0.023952095808383235,0.04790419161676647,0.017964071856287425,0.4251497005988024,0.07784431137724551,0.08383233532934131,0.041916167664670656,0.03592814371257485,0.18562874251497005
1132055,2272,3,1,1,1,46,8,7,3,4,10,0.03571428571428571,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.5476190476190477,0.09523809523809523,0.08333333333333333,0.03571428571428571,0.047619047619047616,0.11904761904761904
1132079,2279,6,3,4,6,53,4,5,11,4,19,0.05217391304347826,0.02608695652173913,0.034782608695652174,0.05217391304347826,0.4608695652173913,0.034782608695652174,0.043478260869565216,0.09565217391304348,0.034782608695652174,0.16521739130434782
1132081,2281,2,1,5,5,20,10,5,6,2,17,0.0273972602739726,0.0136986301369863,0.0684931506849315,0.0684931506849315,0.273972602739726,0.136986301369863,0.0684931506849315,0.0821917808219178,0.0273972602739726,0.2328767123287671
1132082,2282,6,6,9,1,169,13,12,8,1,39,0.022727272727272728,0.022727272727272728,0.03409090909090909,0.003787878787878788,0.6401515151515151,0.04924242424242424,0.045454545454545456,0.030303030303030304,0.003787878787878788,0.14772727272727273
1132083,2283,5,3,2,1,64,4,7,4,1,20,0.04504504504504504,0.02702702702702703,0.018018018018018018,0.009009009009009009,0.5765765765765766,0.036036036036036036,0.06306306306306306,0.036036036036036036,0.009009009009009009,0.18018018018018017
1132084,2284,1,2,1,0,14,1,2,1,0,5,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0,0.5185185185185185,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0,0.18518518518518517
1132085,2285,2,1,0,1,11,2,1,3,1,3,0.08,0.04,0.0,0.04,0.44,0.08,0.04,0.12,0.04,0.12
1132086,2286,10,3,7,2,198,8,13,7,1,51,0.03333333333333333,0.01,0.023333333333333334,0.006666666666666667,0.66,0.02666666666666667,0.043333333333333335,0.023333333333333334,0.0033333333333333335,0.17
1132087,2287,8,5,3,2,267,15,22,10,6,83,0.019002375296912115,0.011876484560570071,0.007125890736342043,0.004750593824228029,0.6342042755344418,0.035629453681710214,0.052256532066508314,0.023752969121140142,0.014251781472684086,0.19714964370546317
1132108,2306,0,3,2,1,26,0,0,4,0,11,0.0,0.06382978723404255,0.0425531914893617,0.02127659574468085,0.5531914893617021,0.0,0.0,0.0851063829787234,0.0,0.23404255319148937
1132118,2316,3,3,3,10,25,2,8,6,1,24,0.03529411764705882,0.03529411764705882,0.03529411764705882,0.11764705882352941,0.29411764705882354,0.023529411764705882,0.09411764705882353,0.07058823529411765,0.011764705882352941,0.2823529411764706
1132119,2317,0,2,0,1,2,0,0,1,0,6,0.0,0.16666666666666666,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.5
1132120,2318,6,7,7,0,96,18,9,22,0,45,0.02857142857142857,0.03333333333333333,0.03333333333333333,0.0,0.45714285714285713,0.08571428571428572,0.04285714285714286,0.10476190476190476,0.0,0.21428571428571427
1132121,2319,3,2,5,1,13,5,3,10,1,11,0.05555555555555555,0.037037037037037035,0.09259259259259259,0.018518518518518517,0.24074074074074073,0.09259259259259259,0.05555555555555555,0.18518518518518517,0.018518518518518517,0.2037037037037037
1132122,2320,1,2,8,6,64,9,7,13,3,38,0.006622516556291391,0.013245033112582781,0.052980132450331126,0.039735099337748346,0.423841059602649,0.059602649006622516,0.046357615894039736,0.08609271523178808,0.019867549668874173,0.25165562913907286
1132123,2321,3,11,3,3,40,6,5,14,0,23,0.027777777777777776,0.10185185185185185,0.027777777777777776,0.027777777777777776,0.37037037037037035,0.05555555555555555,0.046296296296296294,0.12962962962962962,0.0,0.21296296296296297
1132124,2322,7,11,3,5,35,20,8,6,3,28,0.05555555555555555,0.0873015873015873,0.023809523809523808,0.03968253968253968,0.2777777777777778,0.15873015873015872,0.06349206349206349,0.047619047619047616,0.023809523809523808,0.2222222222222222
1132125,2323,6,7,2,29,55,63,6,35,5,84,0.02054794520547945,0.023972602739726026,0.00684931506849315,0.09931506849315068,0.18835616438356165,0.21575342465753425,0.02054794520547945,0.11986301369863013,0.017123287671232876,0.2876712328767123
1132126,2324,4,3,0,1,48,8,4,12,1,5,0.046511627906976744,0.03488372093023256,0.0,0.011627906976744186,0.5581395348837209,0.09302325581395349,0.046511627906976744,0.13953488372093023,0.011627906976744186,0.05813953488372093
1132127,2325,10,23,7,6,115,31,20,36,4,64,0.03164556962025317,0.07278481012658228,0.022151898734177215,0.0189873417721519,0.3639240506329114,0.0981012658227848,0.06329113924050633,0.11392405063291139,0.012658227848101266,0.20253164556962025
1132128,2326,9,5,5,10,222,67,20,25,1,87,0.019955654101995565,0.011086474501108648,0.011086474501108648,0.022172949002217297,0.49223946784922396,0.14855875831485588,0.04434589800443459,0.05543237250554324,0.0022172949002217295,0.19290465631929046
1132129,2327,1,2,0,1,12,3,2,1,2,4,0.03571428571428571,0.07142857142857142,0.0,0.03571428571428571,0.42857142857142855,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.14285714285714285
1132130,2328,4,5,4,3,25,4,8,12,5,16,0.046511627906976744,0.05813953488372093,0.046511627906976744,0.03488372093023256,0.29069767441860467,0.046511627906976744,0.09302325581395349,0.13953488372093023,0.05813953488372093,0.18604651162790697
1132131,2329,5,4,1,6,44,2,6,8,2,15,0.053763440860215055,0.043010752688172046,0.010752688172043012,0.06451612903225806,0.4731182795698925,0.021505376344086023,0.06451612903225806,0.08602150537634409,0.021505376344086023,0.16129032258064516
1132132,2330,3,4,0,0,26,2,4,1,3,9,0.057692307692307696,0.07692307692307693,0.0,0.0,0.5,0.038461538461538464,0.07692307692307693,0.019230769230769232,0.057692307692307696,0.17307692307692307
1132133,2331,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1132134,2332,7,3,4,1,110,7,8,10,4,21,0.04,0.017142857142857144,0.022857142857142857,0.005714285714285714,0.6285714285714286,0.04,0.045714285714285714,0.05714285714285714,0.022857142857142857,0.12
1132137,2333,2,5,0,1,27,8,4,4,2,9,0.03225806451612903,0.08064516129032258,0.0,0.016129032258064516,0.43548387096774194,0.12903225806451613,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.14516129032258066
1132138,2334,2,1,2,3,11,4,3,1,1,8,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.3055555555555556,0.1111111111111111,0.08333333333333333,0.027777777777777776,0.027777777777777776,0.2222222222222222
1132139,2335,3,2,3,1,14,3,2,1,2,4,0.08571428571428572,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.4,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.11428571428571428
1132140,2336,1,1,1,0,22,6,2,3,0,5,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.0,0.5365853658536586,0.14634146341463414,0.04878048780487805,0.07317073170731707,0.0,0.12195121951219512
1132141,2337,0,4,4,0,24,2,10,2,1,8,0.0,0.07272727272727272,0.07272727272727272,0.0,0.43636363636363634,0.03636363636363636,0.18181818181818182,0.03636363636363636,0.01818181818181818,0.14545454545454545
1132142,2338,3,1,3,2,30,3,6,2,0,14,0.046875,0.015625,0.046875,0.03125,0.46875,0.046875,0.09375,0.03125,0.0,0.21875
1132143,2339,2,2,3,2,8,0,0,4,1,5,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.07407407407407407,0.2962962962962963,0.0,0.0,0.14814814814814814,0.037037037037037035,0.18518518518518517
1132144,2340,5,0,3,4,105,4,5,3,0,17,0.03424657534246575,0.0,0.02054794520547945,0.0273972602739726,0.7191780821917808,0.0273972602739726,0.03424657534246575,0.02054794520547945,0.0,0.11643835616438356
1132145,2341,9,4,3,0,85,6,10,10,1,21,0.06040268456375839,0.026845637583892617,0.020134228187919462,0.0,0.5704697986577181,0.040268456375838924,0.06711409395973154,0.06711409395973154,0.006711409395973154,0.14093959731543623
1132146,2342,4,3,5,3,83,5,5,14,5,27,0.025974025974025976,0.01948051948051948,0.032467532467532464,0.01948051948051948,0.538961038961039,0.032467532467532464,0.032467532467532464,0.09090909090909091,0.032467532467532464,0.17532467532467533
1132147,2343,8,2,2,0,194,4,6,2,2,54,0.029197080291970802,0.0072992700729927005,0.0072992700729927005,0.0,0.708029197080292,0.014598540145985401,0.021897810218978103,0.0072992700729927005,0.0072992700729927005,0.19708029197080293
1132148,2344,4,3,1,1,37,6,4,2,0,11,0.057971014492753624,0.043478260869565216,0.014492753623188406,0.014492753623188406,0.5362318840579711,0.08695652173913043,0.057971014492753624,0.028985507246376812,0.0,0.15942028985507245
1132149,2345,4,0,1,6,123,9,13,6,2,36,0.02,0.0,0.005,0.03,0.615,0.045,0.065,0.03,0.01,0.18
1132150,2346,5,4,2,3,60,2,7,5,2,25,0.043478260869565216,0.034782608695652174,0.017391304347826087,0.02608695652173913,0.5217391304347826,0.017391304347826087,0.06086956521739131,0.043478260869565216,0.017391304347826087,0.21739130434782608
1132151,2347,0,0,0,0,17,0,2,0,0,3,0.0,0.0,0.0,0.0,0.7727272727272727,0.0,0.09090909090909091,0.0,0.0,0.13636363636363635
1132152,2348,7,6,3,4,60,1,6,6,3,18,0.06140350877192982,0.05263157894736842,0.02631578947368421,0.03508771929824561,0.5263157894736842,0.008771929824561403,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.15789473684210525
1132153,2349,5,7,2,4,77,3,6,3,3,23,0.03759398496240601,0.05263157894736842,0.015037593984962405,0.03007518796992481,0.5789473684210527,0.022556390977443608,0.045112781954887216,0.022556390977443608,0.022556390977443608,0.17293233082706766
1132154,2350,1,0,0,0,3,1,0,0,0,0,0.2,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0
1132155,2351,8,4,6,0,271,8,13,6,0,57,0.021447721179624665,0.010723860589812333,0.0160857908847185,0.0,0.7265415549597856,0.021447721179624665,0.03485254691689008,0.0160857908847185,0.0,0.15281501340482573
1132305,2367,6,11,2,0,92,13,22,11,2,28,0.03208556149732621,0.058823529411764705,0.0106951871657754,0.0,0.4919786096256685,0.06951871657754011,0.11764705882352941,0.058823529411764705,0.0106951871657754,0.1497326203208556
1132402,2380,5,15,6,3,152,3,29,7,1,37,0.01937984496124031,0.05813953488372093,0.023255813953488372,0.011627906976744186,0.5891472868217055,0.011627906976744186,0.1124031007751938,0.027131782945736434,0.003875968992248062,0.1434108527131783
1132403,2381,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132404,2382,5,1,4,5,74,7,19,5,2,16,0.036231884057971016,0.007246376811594203,0.028985507246376812,0.036231884057971016,0.5362318840579711,0.050724637681159424,0.13768115942028986,0.036231884057971016,0.014492753623188406,0.11594202898550725
1132406,2384,12,8,7,1,166,8,33,9,4,30,0.04316546762589928,0.02877697841726619,0.025179856115107913,0.0035971223021582736,0.5971223021582733,0.02877697841726619,0.11870503597122302,0.03237410071942446,0.014388489208633094,0.1079136690647482
1132410,2388,2,4,5,3,68,3,11,7,1,17,0.01652892561983471,0.03305785123966942,0.04132231404958678,0.024793388429752067,0.5619834710743802,0.024793388429752067,0.09090909090909091,0.05785123966942149,0.008264462809917356,0.14049586776859505
1132417,2391,0,0,4,1,18,0,3,0,0,4,0.0,0.0,0.13333333333333333,0.03333333333333333,0.6,0.0,0.1,0.0,0.0,0.13333333333333333
1132501,2393,3,4,2,0,99,0,5,4,3,34,0.01948051948051948,0.025974025974025976,0.012987012987012988,0.0,0.6428571428571429,0.0,0.032467532467532464,0.025974025974025976,0.01948051948051948,0.22077922077922077
1132502,2394,5,8,4,0,91,3,4,0,1,31,0.034013605442176874,0.05442176870748299,0.027210884353741496,0.0,0.6190476190476191,0.02040816326530612,0.027210884353741496,0.0,0.006802721088435374,0.2108843537414966
1132505,2397,8,4,7,3,112,4,11,6,3,33,0.041884816753926704,0.020942408376963352,0.03664921465968586,0.015706806282722512,0.5863874345549738,0.020942408376963352,0.05759162303664921,0.031413612565445025,0.015706806282722512,0.17277486910994763
1132508,2400,11,13,9,2,113,15,13,25,5,43,0.04417670682730924,0.05220883534136546,0.03614457831325301,0.008032128514056224,0.4538152610441767,0.060240963855421686,0.05220883534136546,0.10040160642570281,0.020080321285140562,0.17269076305220885
1132509,2401,14,12,8,2,206,6,12,12,3,72,0.040345821325648415,0.0345821325648415,0.023054755043227664,0.005763688760806916,0.5936599423631124,0.01729106628242075,0.0345821325648415,0.0345821325648415,0.008645533141210375,0.207492795389049
1132510,2402,12,12,9,1,104,3,12,19,1,28,0.05970149253731343,0.05970149253731343,0.04477611940298507,0.004975124378109453,0.5174129353233831,0.014925373134328358,0.05970149253731343,0.0945273631840796,0.004975124378109453,0.13930348258706468
1132511,2403,7,6,8,4,108,9,10,9,4,50,0.03255813953488372,0.027906976744186046,0.037209302325581395,0.018604651162790697,0.5023255813953489,0.04186046511627907,0.046511627906976744,0.04186046511627907,0.018604651162790697,0.23255813953488372
1132512,2404,2,8,2,3,86,7,9,11,0,38,0.012048192771084338,0.04819277108433735,0.012048192771084338,0.018072289156626505,0.5180722891566265,0.04216867469879518,0.05421686746987952,0.06626506024096386,0.0,0.2289156626506024
1132513,2405,5,11,6,6,125,13,7,22,3,62,0.019230769230769232,0.04230769230769231,0.023076923076923078,0.023076923076923078,0.4807692307692308,0.05,0.026923076923076925,0.08461538461538462,0.011538461538461539,0.23846153846153847
1132514,2406,6,19,9,5,193,7,11,25,1,56,0.018072289156626505,0.0572289156626506,0.02710843373493976,0.015060240963855422,0.5813253012048193,0.02108433734939759,0.03313253012048193,0.07530120481927711,0.0030120481927710845,0.1686746987951807
1132517,2408,6,71,10,5,69,18,13,132,6,26,0.016853932584269662,0.199438202247191,0.028089887640449437,0.014044943820224719,0.19382022471910113,0.05056179775280899,0.03651685393258427,0.3707865168539326,0.016853932584269662,0.07303370786516854
1132518,2409,4,20,11,1,135,19,10,29,2,44,0.014545454545454545,0.07272727272727272,0.04,0.0036363636363636364,0.4909090909090909,0.06909090909090909,0.03636363636363636,0.10545454545454545,0.007272727272727273,0.16
1132519,2410,5,13,8,3,115,6,12,14,6,45,0.022026431718061675,0.05726872246696035,0.03524229074889868,0.013215859030837005,0.5066079295154186,0.02643171806167401,0.05286343612334802,0.06167400881057269,0.02643171806167401,0.19823788546255505
1132520,2411,8,51,14,13,152,8,13,96,8,38,0.0199501246882793,0.12718204488778054,0.034912718204488775,0.032418952618453865,0.3790523690773067,0.0199501246882793,0.032418952618453865,0.23940149625935161,0.0199501246882793,0.09476309226932668
1132521,2412,15,5,12,2,164,3,19,8,3,37,0.055970149253731345,0.018656716417910446,0.04477611940298507,0.007462686567164179,0.6119402985074627,0.011194029850746268,0.0708955223880597,0.029850746268656716,0.011194029850746268,0.13805970149253732
1132523,2413,12,3,2,3,72,3,6,6,3,9,0.10084033613445378,0.025210084033613446,0.01680672268907563,0.025210084033613446,0.6050420168067226,0.025210084033613446,0.05042016806722689,0.05042016806722689,0.025210084033613446,0.07563025210084033
1132901,2440,7,2,1,1,40,6,5,10,3,7,0.08536585365853659,0.024390243902439025,0.012195121951219513,0.012195121951219513,0.4878048780487805,0.07317073170731707,0.06097560975609756,0.12195121951219512,0.036585365853658534,0.08536585365853659
1132902,2441,9,7,6,2,75,3,5,4,1,26,0.06521739130434782,0.050724637681159424,0.043478260869565216,0.014492753623188406,0.5434782608695652,0.021739130434782608,0.036231884057971016,0.028985507246376812,0.007246376811594203,0.18840579710144928
1132903,2442,6,12,7,1,105,7,21,8,4,38,0.028708133971291867,0.05741626794258373,0.03349282296650718,0.004784688995215311,0.5023923444976076,0.03349282296650718,0.10047846889952153,0.03827751196172249,0.019138755980861243,0.18181818181818182
1132913,2447,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113291,2448,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133116,2570,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1133308,2596,5,5,7,7,30,4,11,8,5,32,0.043859649122807015,0.043859649122807015,0.06140350877192982,0.06140350877192982,0.2631578947368421,0.03508771929824561,0.09649122807017543,0.07017543859649122,0.043859649122807015,0.2807017543859649
1133314,2602,8,10,15,10,94,12,12,27,2,108,0.026845637583892617,0.03355704697986577,0.050335570469798654,0.03355704697986577,0.31543624161073824,0.040268456375838924,0.040268456375838924,0.09060402684563758,0.006711409395973154,0.3624161073825503
1133327,2610,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1133328,2611,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212100,3038,20,10,5,9,69,10,11,19,5,43,0.09950248756218906,0.04975124378109453,0.024875621890547265,0.04477611940298507,0.34328358208955223,0.04975124378109453,0.05472636815920398,0.0945273631840796,0.024875621890547265,0.21393034825870647
1212101,3039,16,9,9,5,73,7,14,29,1,38,0.07960199004975124,0.04477611940298507,0.04477611940298507,0.024875621890547265,0.36318407960199006,0.03482587064676617,0.06965174129353234,0.14427860696517414,0.004975124378109453,0.1890547263681592
1212102,3040,15,8,8,2,161,7,50,26,0,48,0.046153846153846156,0.024615384615384615,0.024615384615384615,0.006153846153846154,0.49538461538461537,0.021538461538461538,0.15384615384615385,0.08,0.0,0.1476923076923077
1212103,3041,4,4,4,2,70,0,27,8,2,39,0.025,0.025,0.025,0.0125,0.4375,0.0,0.16875,0.05,0.0125,0.24375
1212109,3047,18,9,5,8,112,6,68,23,1,53,0.0594059405940594,0.0297029702970297,0.0165016501650165,0.026402640264026403,0.3696369636963696,0.019801980198019802,0.22442244224422442,0.07590759075907591,0.0033003300330033004,0.17491749174917492
