CNTYVTD,VTDKEY,BidenD_24P_President,CornejoD_24P_President,LockeD_24P_President,LozadaD_24P_President,PerezD_24P_President,PhillipsD_24P_President,UygurD_24P_President,WilliamsonD_24P_President,BidenD_24P_President_Percentage,CornejoD_24P_President_Percentage,LockeD_24P_President_Percentage,LozadaD_24P_President_Percentage,PerezD_24P_President_Percentage,PhillipsD_24P_President_Percentage,UygurD_24P_President_Percentage,WilliamsonD_24P_President_Percentage
1131744,2214,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131745,2215,140,2,1,3,1,5,9,6,0.8383233532934131,0.011976047904191617,0.005988023952095809,0.017964071856287425,0.005988023952095809,0.029940119760479042,0.05389221556886228,0.03592814371257485
1131746,2216,114,1,2,4,1,1,0,2,0.912,0.008,0.016,0.032,0.008,0.008,0.0,0.016
1131747,2217,172,2,3,2,3,6,14,5,0.8309178743961353,0.00966183574879227,0.014492753623188406,0.00966183574879227,0.014492753623188406,0.028985507246376812,0.06763285024154589,0.024154589371980676
1131748,2218,128,2,1,3,2,0,10,6,0.8421052631578947,0.013157894736842105,0.006578947368421052,0.019736842105263157,0.013157894736842105,0.0,0.06578947368421052,0.039473684210526314
1131749,2219,227,2,1,7,6,7,9,11,0.8407407407407408,0.007407407407407408,0.003703703703703704,0.025925925925925925,0.022222222222222223,0.025925925925925925,0.03333333333333333,0.040740740740740744
1131750,2220,216,2,1,2,2,5,14,15,0.8404669260700389,0.007782101167315175,0.0038910505836575876,0.007782101167315175,0.007782101167315175,0.019455252918287938,0.054474708171206226,0.058365758754863814
1131751,2221,450,3,1,4,1,6,42,26,0.8442776735459663,0.005628517823639775,0.001876172607879925,0.0075046904315197,0.001876172607879925,0.01125703564727955,0.07879924953095685,0.04878048780487805
1131752,2222,237,2,1,5,5,6,11,19,0.8286713286713286,0.006993006993006993,0.0034965034965034965,0.017482517482517484,0.017482517482517484,0.02097902097902098,0.038461538461538464,0.06643356643356643
1132000,2223,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132001,2224,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132002,2225,167,2,0,0,1,0,1,6,0.943502824858757,0.011299435028248588,0.0,0.0,0.005649717514124294,0.0,0.005649717514124294,0.03389830508474576
1132003,2226,325,1,1,3,1,4,5,12,0.9232954545454546,0.002840909090909091,0.002840909090909091,0.008522727272727272,0.002840909090909091,0.011363636363636364,0.014204545454545454,0.03409090909090909
1132004,2227,215,1,0,0,1,5,2,8,0.9267241379310345,0.004310344827586207,0.0,0.0,0.004310344827586207,0.021551724137931036,0.008620689655172414,0.034482758620689655
1132005,2228,142,1,0,0,0,1,0,5,0.9530201342281879,0.006711409395973154,0.0,0.0,0.0,0.006711409395973154,0.0,0.03355704697986577
1132006,2229,175,1,2,0,0,4,0,8,0.9210526315789473,0.005263157894736842,0.010526315789473684,0.0,0.0,0.021052631578947368,0.0,0.042105263157894736
1132007,2230,279,0,0,0,0,12,2,4,0.9393939393939394,0.0,0.0,0.0,0.0,0.04040404040404041,0.006734006734006734,0.013468013468013467
1132008,2231,159,2,0,0,0,3,3,3,0.9352941176470588,0.011764705882352941,0.0,0.0,0.0,0.01764705882352941,0.01764705882352941,0.01764705882352941
1132009,2232,295,2,0,2,0,2,1,8,0.9516129032258065,0.0064516129032258064,0.0,0.0064516129032258064,0.0,0.0064516129032258064,0.0032258064516129032,0.025806451612903226
1132010,2233,194,1,0,1,1,2,1,9,0.9282296650717703,0.004784688995215311,0.0,0.004784688995215311,0.004784688995215311,0.009569377990430622,0.004784688995215311,0.0430622009569378
1132011,2234,211,1,1,1,1,4,1,10,0.9173913043478261,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.017391304347826087,0.004347826086956522,0.043478260869565216
1132015,2235,121,0,0,3,1,4,0,3,0.9166666666666666,0.0,0.0,0.022727272727272728,0.007575757575757576,0.030303030303030304,0.0,0.022727272727272728
1132016,2236,408,2,2,0,2,8,2,5,0.951048951048951,0.004662004662004662,0.004662004662004662,0.0,0.004662004662004662,0.018648018648018648,0.004662004662004662,0.011655011655011656
1132017,2237,83,0,0,3,1,1,4,7,0.8383838383838383,0.0,0.0,0.030303030303030304,0.010101010101010102,0.010101010101010102,0.04040404040404041,0.0707070707070707
1132018,2238,102,0,0,0,0,2,0,5,0.9357798165137615,0.0,0.0,0.0,0.0,0.01834862385321101,0.0,0.045871559633027525
1132019,2239,213,0,0,0,0,6,3,4,0.9424778761061947,0.0,0.0,0.0,0.0,0.02654867256637168,0.01327433628318584,0.017699115044247787
1132020,2240,367,4,0,3,2,10,6,4,0.9267676767676768,0.010101010101010102,0.0,0.007575757575757576,0.005050505050505051,0.025252525252525252,0.015151515151515152,0.010101010101010102
1132021,2241,334,0,0,1,0,4,6,9,0.943502824858757,0.0,0.0,0.002824858757062147,0.0,0.011299435028248588,0.01694915254237288,0.025423728813559324
1132022,2242,114,0,1,1,0,2,2,2,0.9344262295081968,0.0,0.00819672131147541,0.00819672131147541,0.0,0.01639344262295082,0.01639344262295082,0.01639344262295082
1132023,2243,165,5,1,4,1,4,0,5,0.8918918918918919,0.02702702702702703,0.005405405405405406,0.021621621621621623,0.005405405405405406,0.021621621621621623,0.0,0.02702702702702703
1132024,2244,186,1,1,3,3,4,1,5,0.9117647058823529,0.004901960784313725,0.004901960784313725,0.014705882352941176,0.014705882352941176,0.0196078431372549,0.004901960784313725,0.024509803921568627
1132025,2245,300,0,2,2,0,8,0,6,0.9433962264150944,0.0,0.006289308176100629,0.006289308176100629,0.0,0.025157232704402517,0.0,0.018867924528301886
1132026,2246,249,1,0,1,1,5,2,4,0.9467680608365019,0.0038022813688212928,0.0,0.0038022813688212928,0.0038022813688212928,0.019011406844106463,0.0076045627376425855,0.015209125475285171
1132027,2247,159,0,0,2,0,3,1,7,0.9244186046511628,0.0,0.0,0.011627906976744186,0.0,0.01744186046511628,0.005813953488372093,0.040697674418604654
1132028,2248,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132030,2249,129,0,0,0,0,4,1,3,0.9416058394160584,0.0,0.0,0.0,0.0,0.029197080291970802,0.0072992700729927005,0.021897810218978103
1132031,2250,236,2,1,8,4,8,10,24,0.8054607508532423,0.006825938566552901,0.0034129692832764505,0.027303754266211604,0.013651877133105802,0.027303754266211604,0.034129692832764506,0.08191126279863481
1132032,2251,124,1,2,7,4,5,2,8,0.8104575163398693,0.006535947712418301,0.013071895424836602,0.0457516339869281,0.026143790849673203,0.032679738562091505,0.013071895424836602,0.05228758169934641
1132033,2252,177,0,2,1,2,3,4,15,0.8676470588235294,0.0,0.00980392156862745,0.004901960784313725,0.00980392156862745,0.014705882352941176,0.0196078431372549,0.07352941176470588
1132035,2253,133,0,1,2,1,1,1,6,0.9172413793103448,0.0,0.006896551724137931,0.013793103448275862,0.006896551724137931,0.006896551724137931,0.006896551724137931,0.041379310344827586
1132037,2254,67,0,0,1,0,3,1,1,0.9178082191780822,0.0,0.0,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863
1132038,2255,325,0,1,4,1,7,3,16,0.9103641456582633,0.0,0.0028011204481792717,0.011204481792717087,0.0028011204481792717,0.0196078431372549,0.008403361344537815,0.04481792717086835
1132039,2256,350,2,1,4,0,12,1,11,0.9186351706036745,0.005249343832020997,0.0026246719160104987,0.010498687664041995,0.0,0.031496062992125984,0.0026246719160104987,0.028871391076115485
1132040,2257,217,0,1,2,2,4,2,9,0.9156118143459916,0.0,0.004219409282700422,0.008438818565400843,0.008438818565400843,0.016877637130801686,0.008438818565400843,0.0379746835443038
1132041,2258,324,1,2,2,1,7,5,18,0.9,0.002777777777777778,0.005555555555555556,0.005555555555555556,0.002777777777777778,0.019444444444444445,0.013888888888888888,0.05
1132042,2259,403,1,0,3,1,13,3,9,0.930715935334873,0.0023094688221709007,0.0,0.006928406466512702,0.0023094688221709007,0.03002309468822171,0.006928406466512702,0.020785219399538105
1132043,2260,278,0,1,3,2,10,2,4,0.9266666666666666,0.0,0.0033333333333333335,0.01,0.006666666666666667,0.03333333333333333,0.006666666666666667,0.013333333333333334
1132044,2261,122,2,1,1,0,3,0,3,0.9242424242424242,0.015151515151515152,0.007575757575757576,0.007575757575757576,0.0,0.022727272727272728,0.0,0.022727272727272728
1132045,2262,239,2,0,3,0,2,5,2,0.9446640316205533,0.007905138339920948,0.0,0.011857707509881422,0.0,0.007905138339920948,0.019762845849802372,0.007905138339920948
1132046,2263,186,1,0,2,2,2,1,2,0.9489795918367347,0.00510204081632653,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.00510204081632653,0.01020408163265306
1132047,2264,256,1,0,2,1,5,8,9,0.9078014184397163,0.0035460992907801418,0.0,0.0070921985815602835,0.0035460992907801418,0.01773049645390071,0.028368794326241134,0.031914893617021274
1132048,2265,252,4,1,6,2,6,3,24,0.8456375838926175,0.013422818791946308,0.003355704697986577,0.020134228187919462,0.006711409395973154,0.020134228187919462,0.010067114093959731,0.08053691275167785
1132049,2266,180,0,0,1,2,4,0,4,0.9424083769633508,0.0,0.0,0.005235602094240838,0.010471204188481676,0.020942408376963352,0.0,0.020942408376963352
1132050,2267,139,2,1,3,0,3,2,4,0.9025974025974026,0.012987012987012988,0.006493506493506494,0.01948051948051948,0.0,0.01948051948051948,0.012987012987012988,0.025974025974025976
1132051,2268,246,0,0,3,0,6,1,14,0.9111111111111111,0.0,0.0,0.011111111111111112,0.0,0.022222222222222223,0.003703703703703704,0.05185185185185185
1132052,2269,125,1,0,1,1,1,0,3,0.946969696969697,0.007575757575757576,0.0,0.007575757575757576,0.007575757575757576,0.007575757575757576,0.0,0.022727272727272728
1132053,2270,141,1,1,1,1,4,4,9,0.8703703703703703,0.006172839506172839,0.006172839506172839,0.006172839506172839,0.006172839506172839,0.024691358024691357,0.024691358024691357,0.05555555555555555
1132054,2271,139,2,2,5,2,2,4,12,0.8273809523809523,0.011904761904761904,0.011904761904761904,0.02976190476190476,0.011904761904761904,0.011904761904761904,0.023809523809523808,0.07142857142857142
1132055,2272,70,1,0,3,3,5,1,2,0.8235294117647058,0.011764705882352941,0.0,0.03529411764705882,0.03529411764705882,0.058823529411764705,0.011764705882352941,0.023529411764705882
1132056,2273,116,0,2,1,0,3,5,3,0.8923076923076924,0.0,0.015384615384615385,0.007692307692307693,0.0,0.023076923076923078,0.038461538461538464,0.023076923076923078
1132057,2274,59,0,0,1,0,1,2,0,0.9365079365079365,0.0,0.0,0.015873015873015872,0.0,0.015873015873015872,0.031746031746031744,0.0
1132058,2275,97,1,0,1,0,4,1,1,0.9238095238095239,0.009523809523809525,0.0,0.009523809523809525,0.0,0.0380952380952381,0.009523809523809525,0.009523809523809525
1132074,2276,53,1,0,1,0,1,4,0,0.8833333333333333,0.016666666666666666,0.0,0.016666666666666666,0.0,0.016666666666666666,0.06666666666666667,0.0
1132076,2277,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132077,2278,135,1,0,0,0,4,0,0,0.9642857142857143,0.007142857142857143,0.0,0.0,0.0,0.02857142857142857,0.0,0.0
1132079,2279,94,4,3,4,1,1,3,6,0.8103448275862069,0.034482758620689655,0.02586206896551724,0.034482758620689655,0.008620689655172414,0.008620689655172414,0.02586206896551724,0.05172413793103448
1132080,2280,7,0,0,0,1,0,0,0,0.875,0.0,0.0,0.0,0.125,0.0,0.0,0.0
1132081,2281,63,2,0,0,4,0,0,5,0.8513513513513513,0.02702702702702703,0.0,0.0,0.05405405405405406,0.0,0.0,0.06756756756756757
1132082,2282,236,5,0,6,5,8,1,9,0.8740740740740741,0.018518518518518517,0.0,0.022222222222222223,0.018518518518518517,0.02962962962962963,0.003703703703703704,0.03333333333333333
1132083,2283,93,1,0,3,3,4,1,6,0.8378378378378378,0.009009009009009009,0.0,0.02702702702702703,0.02702702702702703,0.036036036036036036,0.009009009009009009,0.05405405405405406
1132084,2284,23,0,0,1,0,1,0,2,0.8518518518518519,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.07407407407407407
1132085,2285,20,0,0,0,1,2,1,1,0.8,0.0,0.0,0.0,0.04,0.08,0.04,0.04
1132086,2286,268,1,0,1,2,14,3,13,0.8874172185430463,0.0033112582781456954,0.0,0.0033112582781456954,0.006622516556291391,0.046357615894039736,0.009933774834437087,0.04304635761589404
1132087,2287,367,1,2,8,3,13,6,14,0.8864734299516909,0.0024154589371980675,0.004830917874396135,0.01932367149758454,0.007246376811594203,0.03140096618357488,0.014492753623188406,0.033816425120772944
1132090,2288,5,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132091,2289,68,1,1,1,1,1,0,2,0.9066666666666666,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.0,0.02666666666666667
1132092,2290,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132094,2291,60,1,0,0,0,2,3,3,0.8695652173913043,0.014492753623188406,0.0,0.0,0.0,0.028985507246376812,0.043478260869565216,0.043478260869565216
1132095,2292,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132096,2293,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132097,2294,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132098,2295,176,2,0,3,1,6,2,8,0.8888888888888888,0.010101010101010102,0.0,0.015151515151515152,0.005050505050505051,0.030303030303030304,0.010101010101010102,0.04040404040404041
1132099,2296,490,0,0,5,3,8,2,12,0.9423076923076923,0.0,0.0,0.009615384615384616,0.0057692307692307696,0.015384615384615385,0.0038461538461538464,0.023076923076923078
113208,2297,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132100,2298,329,4,2,7,1,10,4,26,0.8590078328981723,0.010443864229765013,0.005221932114882507,0.018276762402088774,0.0026109660574412533,0.02610966057441253,0.010443864229765013,0.06788511749347259
1132101,2299,106,0,1,0,1,4,2,9,0.8617886178861789,0.0,0.008130081300813009,0.0,0.008130081300813009,0.032520325203252036,0.016260162601626018,0.07317073170731707
1132102,2300,268,3,0,1,2,10,4,11,0.8963210702341137,0.010033444816053512,0.0,0.0033444816053511705,0.006688963210702341,0.033444816053511704,0.013377926421404682,0.03678929765886288
1132103,2301,75,2,1,2,1,5,2,5,0.8064516129032258,0.021505376344086023,0.010752688172043012,0.021505376344086023,0.010752688172043012,0.053763440860215055,0.021505376344086023,0.053763440860215055
1132104,2302,22,0,0,0,1,0,0,2,0.88,0.0,0.0,0.0,0.04,0.0,0.0,0.08
1132105,2303,264,4,2,0,2,10,0,10,0.9041095890410958,0.0136986301369863,0.00684931506849315,0.0,0.00684931506849315,0.03424657534246575,0.0,0.03424657534246575
1132106,2304,97,2,1,2,1,3,1,12,0.8151260504201681,0.01680672268907563,0.008403361344537815,0.01680672268907563,0.008403361344537815,0.025210084033613446,0.008403361344537815,0.10084033613445378
1132107,2305,8,0,0,0,0,0,1,2,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182
1132108,2306,39,0,0,1,0,4,1,2,0.8297872340425532,0.0,0.0,0.02127659574468085,0.0,0.0851063829787234,0.02127659574468085,0.0425531914893617
1132109,2307,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132110,2308,24,1,0,3,2,3,0,2,0.6857142857142857,0.02857142857142857,0.0,0.08571428571428572,0.05714285714285714,0.08571428571428572,0.0,0.05714285714285714
1132111,2309,3,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132112,2310,7,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132113,2311,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132114,2312,468,1,0,0,0,6,0,12,0.9609856262833676,0.002053388090349076,0.0,0.0,0.0,0.012320328542094456,0.0,0.024640657084188913
1132115,2313,20,0,0,0,0,1,0,0,0.9523809523809523,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0
1132116,2314,13,0,0,0,0,0,1,1,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667
1132117,2315,92,2,1,4,1,4,0,7,0.8288288288288288,0.018018018018018018,0.009009009009009009,0.036036036036036036,0.009009009009009009,0.036036036036036036,0.0,0.06306306306306306
1132118,2316,69,4,0,4,5,2,1,7,0.75,0.043478260869565216,0.0,0.043478260869565216,0.05434782608695652,0.021739130434782608,0.010869565217391304,0.07608695652173914
1132119,2317,10,0,0,0,0,1,0,0,0.9090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
1132120,2318,181,2,3,2,0,8,4,10,0.861904761904762,0.009523809523809525,0.014285714285714285,0.009523809523809525,0.0,0.0380952380952381,0.01904761904761905,0.047619047619047616
1132121,2319,45,1,0,1,1,3,1,3,0.8181818181818182,0.01818181818181818,0.0,0.01818181818181818,0.01818181818181818,0.05454545454545454,0.01818181818181818,0.05454545454545454
1132122,2320,134,0,0,2,2,5,7,5,0.864516129032258,0.0,0.0,0.012903225806451613,0.012903225806451613,0.03225806451612903,0.04516129032258064,0.03225806451612903
1132123,2321,78,2,3,4,1,3,12,4,0.7289719626168224,0.018691588785046728,0.028037383177570093,0.037383177570093455,0.009345794392523364,0.028037383177570093,0.11214953271028037,0.037383177570093455
1132124,2322,94,5,0,5,1,1,2,14,0.7704918032786885,0.040983606557377046,0.0,0.040983606557377046,0.00819672131147541,0.00819672131147541,0.01639344262295082,0.11475409836065574
1132125,2323,270,5,1,6,1,2,4,6,0.9152542372881356,0.01694915254237288,0.003389830508474576,0.020338983050847456,0.003389830508474576,0.006779661016949152,0.013559322033898305,0.020338983050847456
1132126,2324,75,2,0,1,1,1,2,3,0.8823529411764706,0.023529411764705882,0.0,0.011764705882352941,0.011764705882352941,0.011764705882352941,0.023529411764705882,0.03529411764705882
1132127,2325,254,1,0,3,1,6,30,18,0.8115015974440895,0.003194888178913738,0.0,0.009584664536741214,0.003194888178913738,0.019169329073482427,0.09584664536741214,0.05750798722044728
1132128,2326,428,0,2,3,3,8,3,14,0.928416485900217,0.0,0.004338394793926247,0.006507592190889371,0.006507592190889371,0.01735357917570499,0.006507592190889371,0.03036876355748373
1132129,2327,21,1,0,2,1,3,0,0,0.75,0.03571428571428571,0.0,0.07142857142857142,0.03571428571428571,0.10714285714285714,0.0,0.0
1132130,2328,74,1,0,5,0,1,3,6,0.8222222222222222,0.011111111111111112,0.0,0.05555555555555555,0.0,0.011111111111111112,0.03333333333333333,0.06666666666666667
1132131,2329,77,2,0,2,0,2,5,9,0.7938144329896907,0.020618556701030927,0.0,0.020618556701030927,0.0,0.020618556701030927,0.05154639175257732,0.09278350515463918
1132132,2330,43,1,0,1,1,4,0,3,0.8113207547169812,0.018867924528301886,0.0,0.018867924528301886,0.018867924528301886,0.07547169811320754,0.0,0.05660377358490566
1132133,2331,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132134,2332,164,1,2,3,0,2,1,9,0.9010989010989011,0.005494505494505495,0.01098901098901099,0.016483516483516484,0.0,0.01098901098901099,0.005494505494505495,0.04945054945054945
1132137,2333,40,2,0,3,2,4,5,6,0.6451612903225806,0.03225806451612903,0.0,0.04838709677419355,0.03225806451612903,0.06451612903225806,0.08064516129032258,0.0967741935483871
1132138,2334,21,2,2,4,1,2,2,3,0.5675675675675675,0.05405405405405406,0.05405405405405406,0.10810810810810811,0.02702702702702703,0.05405405405405406,0.05405405405405406,0.08108108108108109
1132139,2335,30,1,1,1,0,2,0,4,0.7692307692307693,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.05128205128205128,0.0,0.10256410256410256
1132140,2336,35,1,2,0,1,0,0,5,0.7954545454545454,0.022727272727272728,0.045454545454545456,0.0,0.022727272727272728,0.0,0.0,0.11363636363636363
1132141,2337,44,0,0,1,0,0,2,10,0.7719298245614035,0.0,0.0,0.017543859649122806,0.0,0.0,0.03508771929824561,0.17543859649122806
1132142,2338,53,1,1,2,1,2,0,4,0.828125,0.015625,0.015625,0.03125,0.015625,0.03125,0.0,0.0625
1132143,2339,22,1,0,0,0,0,0,1,0.9166666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.041666666666666664
1132144,2340,137,0,1,0,0,4,1,4,0.9319727891156463,0.0,0.006802721088435374,0.0,0.0,0.027210884353741496,0.006802721088435374,0.027210884353741496
1132145,2341,132,2,0,2,2,0,2,6,0.9041095890410958,0.0136986301369863,0.0,0.0136986301369863,0.0136986301369863,0.0,0.0136986301369863,0.0410958904109589
1132146,2342,129,3,2,2,2,4,3,8,0.8431372549019608,0.0196078431372549,0.013071895424836602,0.013071895424836602,0.013071895424836602,0.026143790849673203,0.0196078431372549,0.05228758169934641
1132147,2343,253,2,0,2,0,5,1,13,0.9166666666666666,0.007246376811594203,0.0,0.007246376811594203,0.0,0.018115942028985508,0.0036231884057971015,0.04710144927536232
1132148,2344,61,0,0,1,0,1,1,7,0.8591549295774648,0.0,0.0,0.014084507042253521,0.0,0.014084507042253521,0.014084507042253521,0.09859154929577464
1132149,2345,167,2,0,2,2,5,3,18,0.8391959798994975,0.010050251256281407,0.0,0.010050251256281407,0.010050251256281407,0.02512562814070352,0.01507537688442211,0.09045226130653267
1132150,2346,91,0,1,3,7,3,2,10,0.7777777777777778,0.0,0.008547008547008548,0.02564102564102564,0.05982905982905983,0.02564102564102564,0.017094017094017096,0.08547008547008547
1132151,2347,21,0,0,1,0,0,0,1,0.9130434782608695,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216
1132152,2348,92,3,0,1,3,4,3,8,0.8070175438596491,0.02631578947368421,0.0,0.008771929824561403,0.02631578947368421,0.03508771929824561,0.02631578947368421,0.07017543859649122
1132153,2349,113,2,2,2,0,1,5,9,0.8432835820895522,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.0,0.007462686567164179,0.03731343283582089,0.06716417910447761
1132154,2350,5,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132155,2351,345,1,4,3,3,5,1,9,0.9299191374663073,0.0026954177897574125,0.01078167115902965,0.008086253369272238,0.008086253369272238,0.013477088948787063,0.0026954177897574125,0.02425876010781671
1132200,2352,111,0,0,1,0,4,2,4,0.9098360655737705,0.0,0.0,0.00819672131147541,0.0,0.03278688524590164,0.01639344262295082,0.03278688524590164
1132201,2353,126,0,0,0,0,5,0,6,0.9197080291970803,0.0,0.0,0.0,0.0,0.0364963503649635,0.0,0.043795620437956206
1132202,2354,102,0,0,0,0,2,2,4,0.9272727272727272,0.0,0.0,0.0,0.0,0.01818181818181818,0.01818181818181818,0.03636363636363636
1132203,2355,110,0,0,0,0,3,1,2,0.9482758620689655,0.0,0.0,0.0,0.0,0.02586206896551724,0.008620689655172414,0.017241379310344827
1132220,2356,57,0,1,0,0,2,0,4,0.890625,0.0,0.015625,0.0,0.0,0.03125,0.0,0.0625
1132221,2357,185,0,0,1,0,9,1,4,0.925,0.0,0.0,0.005,0.0,0.045,0.005,0.02
1132222,2358,157,0,0,2,0,8,1,8,0.8920454545454546,0.0,0.0,0.011363636363636364,0.0,0.045454545454545456,0.005681818181818182,0.045454545454545456
1132223,2359,117,0,0,2,0,2,1,5,0.9212598425196851,0.0,0.0,0.015748031496062992,0.0,0.015748031496062992,0.007874015748031496,0.03937007874015748
1132224,2360,97,0,0,2,0,2,1,8,0.8818181818181818,0.0,0.0,0.01818181818181818,0.0,0.01818181818181818,0.00909090909090909,0.07272727272727272
1132225,2361,110,0,0,0,2,0,0,2,0.9649122807017544,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.017543859649122806
1132226,2362,161,0,0,0,2,2,2,5,0.936046511627907,0.0,0.0,0.0,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.029069767441860465
1132300,2363,68,0,2,2,2,1,3,14,0.7391304347826086,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.010869565217391304,0.03260869565217391,0.15217391304347827
1132301,2364,208,0,2,4,1,3,4,8,0.9043478260869565,0.0,0.008695652173913044,0.017391304347826087,0.004347826086956522,0.013043478260869565,0.017391304347826087,0.034782608695652174
1132302,2365,71,2,0,2,1,1,2,9,0.8068181818181818,0.022727272727272728,0.0,0.022727272727272728,0.011363636363636364,0.011363636363636364,0.022727272727272728,0.10227272727272728
1132303,2366,175,6,2,11,8,1,2,6,0.8293838862559242,0.02843601895734597,0.009478672985781991,0.052132701421800945,0.037914691943127965,0.004739336492890996,0.009478672985781991,0.02843601895734597
1132305,2367,160,2,1,1,0,6,11,11,0.8333333333333334,0.010416666666666666,0.005208333333333333,0.005208333333333333,0.0,0.03125,0.057291666666666664,0.057291666666666664
1132306,2368,96,1,2,5,2,1,0,4,0.8648648648648649,0.009009009009009009,0.018018018018018018,0.04504504504504504,0.018018018018018018,0.009009009009009009,0.0,0.036036036036036036
1132307,2369,76,1,1,3,0,1,0,4,0.8837209302325582,0.011627906976744186,0.011627906976744186,0.03488372093023256,0.0,0.011627906976744186,0.0,0.046511627906976744
1132308,2370,109,1,1,5,0,2,22,11,0.7218543046357616,0.006622516556291391,0.006622516556291391,0.033112582781456956,0.0,0.013245033112582781,0.1456953642384106,0.0728476821192053
1132309,2371,72,1,1,1,0,4,4,7,0.8,0.011111111111111112,0.011111111111111112,0.011111111111111112,0.0,0.044444444444444446,0.044444444444444446,0.07777777777777778
1132310,2372,151,5,1,4,3,5,1,4,0.867816091954023,0.028735632183908046,0.005747126436781609,0.022988505747126436,0.017241379310344827,0.028735632183908046,0.005747126436781609,0.022988505747126436
1132311,2373,13,0,0,1,1,1,0,2,0.7222222222222222,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.1111111111111111
1132312,2374,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1132313,2375,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132315,2376,5,0,0,1,0,0,0,1,0.7142857142857143,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285
1132316,2377,136,0,1,5,1,3,3,3,0.8947368421052632,0.0,0.006578947368421052,0.03289473684210526,0.006578947368421052,0.019736842105263157,0.019736842105263157,0.019736842105263157
1132400,2378,6,0,0,0,0,0,0,1,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
1132401,2379,342,2,2,6,3,6,8,18,0.8837209302325582,0.00516795865633075,0.00516795865633075,0.015503875968992248,0.007751937984496124,0.015503875968992248,0.020671834625323,0.046511627906976744
1132402,2380,216,5,1,2,6,3,4,20,0.8404669260700389,0.019455252918287938,0.0038910505836575876,0.007782101167315175,0.023346303501945526,0.011673151750972763,0.01556420233463035,0.07782101167315175
1132403,2381,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132404,2382,125,2,1,2,2,2,0,7,0.8865248226950354,0.014184397163120567,0.0070921985815602835,0.014184397163120567,0.014184397163120567,0.014184397163120567,0.0,0.04964539007092199
1132405,2383,276,5,0,4,5,11,2,11,0.8789808917197452,0.01592356687898089,0.0,0.012738853503184714,0.01592356687898089,0.03503184713375796,0.006369426751592357,0.03503184713375796
