CNTYVTD,VTDKEY,BinkleyR_24P_President,HaleyR_24P_President,StuckenbergR_24P_President,TrumpR_24P_President,ChristieR_24P_President,RamaswamyR_24P_President,HutchinsonR_24P_President,DeSantisR_24P_President,UncommittedR_24P_President,BinkleyR_24P_President_Percentage,HaleyR_24P_President_Percentage,StuckenbergR_24P_President_Percentage,TrumpR_24P_President_Percentage,ChristieR_24P_President_Percentage,RamaswamyR_24P_President_Percentage,HutchinsonR_24P_President_Percentage,DeSantisR_24P_President_Percentage,UncommittedR_24P_President_Percentage
710018,1572,0,35,0,454,1,2,1,7,9,0.0,0.068762278978389,0.0,0.8919449901768173,0.0019646365422396855,0.003929273084479371,0.0019646365422396855,0.0137524557956778,0.01768172888015717
710019,1573,1,27,1,374,0,0,2,11,16,0.0023148148148148147,0.0625,0.0023148148148148147,0.8657407407407407,0.0,0.0,0.004629629629629629,0.02546296296296296,0.037037037037037035
730012,1574,0,23,0,261,1,1,1,2,4,0.0,0.07849829351535836,0.0,0.8907849829351536,0.0034129692832764505,0.0034129692832764505,0.0034129692832764505,0.006825938566552901,0.013651877133105802
730013,1575,0,18,0,297,1,0,0,2,7,0.0,0.055384615384615386,0.0,0.9138461538461539,0.003076923076923077,0.0,0.0,0.006153846153846154,0.021538461538461538
730014,1576,0,45,0,424,3,1,1,0,10,0.0,0.09297520661157024,0.0,0.8760330578512396,0.006198347107438017,0.002066115702479339,0.002066115702479339,0.0,0.02066115702479339
730015,1577,0,86,1,480,2,3,0,8,15,0.0,0.14453781512605043,0.0016806722689075631,0.8067226890756303,0.0033613445378151263,0.005042016806722689,0.0,0.013445378151260505,0.025210084033613446
730022,1578,0,18,0,146,2,0,0,3,5,0.0,0.10344827586206896,0.0,0.8390804597701149,0.011494252873563218,0.0,0.0,0.017241379310344827,0.028735632183908046
730023,1579,0,20,0,275,1,1,0,3,5,0.0,0.06557377049180328,0.0,0.9016393442622951,0.003278688524590164,0.003278688524590164,0.0,0.009836065573770493,0.01639344262295082
730024,1580,0,34,0,302,0,0,0,3,13,0.0,0.09659090909090909,0.0,0.8579545454545454,0.0,0.0,0.0,0.008522727272727272,0.036931818181818184
730025,1581,0,15,0,223,0,2,2,0,4,0.0,0.06097560975609756,0.0,0.9065040650406504,0.0,0.008130081300813009,0.008130081300813009,0.0,0.016260162601626018
730026,1582,0,16,0,238,0,1,0,0,3,0.0,0.06201550387596899,0.0,0.9224806201550387,0.0,0.003875968992248062,0.0,0.0,0.011627906976744186
730027,1583,0,13,0,252,1,1,0,1,4,0.0,0.04779411764705882,0.0,0.9264705882352942,0.003676470588235294,0.003676470588235294,0.0,0.003676470588235294,0.014705882352941176
730028,1584,0,5,0,176,0,0,0,2,5,0.0,0.026595744680851064,0.0,0.9361702127659575,0.0,0.0,0.0,0.010638297872340425,0.026595744680851064
730032,1585,0,31,0,222,0,0,0,6,3,0.0,0.1183206106870229,0.0,0.8473282442748091,0.0,0.0,0.0,0.022900763358778626,0.011450381679389313
730033,1586,0,77,0,370,1,0,0,3,5,0.0,0.16885964912280702,0.0,0.8114035087719298,0.0021929824561403508,0.0,0.0,0.006578947368421052,0.010964912280701754
730034,1587,0,31,0,319,2,0,0,7,7,0.0,0.08469945355191257,0.0,0.8715846994535519,0.00546448087431694,0.0,0.0,0.01912568306010929,0.01912568306010929
730035,1588,0,30,1,228,0,0,0,2,8,0.0,0.11152416356877323,0.0037174721189591076,0.8475836431226765,0.0,0.0,0.0,0.007434944237918215,0.02973977695167286
730036,1589,1,74,0,367,2,0,1,3,7,0.002197802197802198,0.16263736263736264,0.0,0.8065934065934066,0.004395604395604396,0.0,0.002197802197802198,0.006593406593406593,0.015384615384615385
730037,1590,0,10,0,67,0,0,0,1,1,0.0,0.12658227848101267,0.0,0.8481012658227848,0.0,0.0,0.0,0.012658227848101266,0.012658227848101266
730038,1591,0,3,0,27,0,0,0,0,0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0
730042,1592,0,4,0,47,0,1,0,0,1,0.0,0.07547169811320754,0.0,0.8867924528301887,0.0,0.018867924528301886,0.0,0.0,0.018867924528301886
730043,1593,0,18,0,122,0,0,0,3,4,0.0,0.12244897959183673,0.0,0.8299319727891157,0.0,0.0,0.0,0.02040816326530612,0.027210884353741496
730044,1594,0,24,0,303,1,0,0,3,4,0.0,0.07164179104477612,0.0,0.9044776119402985,0.0029850746268656717,0.0,0.0,0.008955223880597015,0.011940298507462687
730045,1595,0,11,0,153,1,1,0,1,0,0.0,0.0658682634730539,0.0,0.9161676646706587,0.005988023952095809,0.005988023952095809,0.0,0.005988023952095809,0.0
730046,1596,0,11,0,174,0,1,0,1,5,0.0,0.057291666666666664,0.0,0.90625,0.0,0.005208333333333333,0.0,0.005208333333333333,0.026041666666666668
730047,1597,0,6,0,75,0,0,0,1,0,0.0,0.07317073170731707,0.0,0.9146341463414634,0.0,0.0,0.0,0.012195121951219513,0.0
730048,1598,0,17,0,142,0,1,0,0,2,0.0,0.10493827160493827,0.0,0.8765432098765432,0.0,0.006172839506172839,0.0,0.0,0.012345679012345678
750101,1599,0,10,0,180,0,1,0,2,3,0.0,0.05102040816326531,0.0,0.9183673469387755,0.0,0.00510204081632653,0.0,0.01020408163265306,0.015306122448979591
750201,1600,0,21,0,207,0,0,0,1,3,0.0,0.09051724137931035,0.0,0.8922413793103449,0.0,0.0,0.0,0.004310344827586207,0.01293103448275862
750301,1601,1,35,0,166,0,0,0,2,4,0.004807692307692308,0.16826923076923078,0.0,0.7980769230769231,0.0,0.0,0.0,0.009615384615384616,0.019230769230769232
750401,1602,0,27,0,174,0,1,1,4,5,0.0,0.12735849056603774,0.0,0.8207547169811321,0.0,0.0047169811320754715,0.0047169811320754715,0.018867924528301886,0.02358490566037736
770001,1603,0,37,0,225,2,2,0,1,7,0.0,0.13503649635036497,0.0,0.8211678832116789,0.0072992700729927005,0.0072992700729927005,0.0,0.0036496350364963502,0.025547445255474453
770006,1604,0,16,0,111,0,0,0,0,2,0.0,0.12403100775193798,0.0,0.8604651162790697,0.0,0.0,0.0,0.0,0.015503875968992248
770008,1605,0,51,0,242,1,0,0,3,12,0.0,0.1650485436893204,0.0,0.7831715210355987,0.003236245954692557,0.0,0.0,0.009708737864077669,0.038834951456310676
770009,1606,0,23,0,95,1,0,0,1,4,0.0,0.18548387096774194,0.0,0.7661290322580645,0.008064516129032258,0.0,0.0,0.008064516129032258,0.03225806451612903
770010,1607,0,15,0,83,0,1,0,3,2,0.0,0.14423076923076922,0.0,0.7980769230769231,0.0,0.009615384615384616,0.0,0.028846153846153848,0.019230769230769232
770011,1608,0,18,0,242,0,0,0,3,1,0.0,0.06818181818181818,0.0,0.9166666666666666,0.0,0.0,0.0,0.011363636363636364,0.003787878787878788
770012,1609,0,8,0,98,1,0,1,1,4,0.0,0.07079646017699115,0.0,0.8672566371681416,0.008849557522123894,0.0,0.008849557522123894,0.008849557522123894,0.035398230088495575
770013,1610,0,2,0,51,1,0,0,2,0,0.0,0.03571428571428571,0.0,0.9107142857142857,0.017857142857142856,0.0,0.0,0.03571428571428571,0.0
770014,1611,0,6,0,55,0,0,0,1,0,0.0,0.0967741935483871,0.0,0.8870967741935484,0.0,0.0,0.0,0.016129032258064516,0.0
770015,1612,0,11,0,84,0,0,0,0,3,0.0,0.11224489795918367,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.030612244897959183
770017,1613,0,30,0,265,0,1,1,3,6,0.0,0.09803921568627451,0.0,0.8660130718954249,0.0,0.0032679738562091504,0.0032679738562091504,0.00980392156862745,0.0196078431372549
770020,1614,0,15,0,164,0,1,0,3,1,0.0,0.08152173913043478,0.0,0.8913043478260869,0.0,0.005434782608695652,0.0,0.016304347826086956,0.005434782608695652
770024,1615,0,11,0,121,0,1,0,0,1,0.0,0.08208955223880597,0.0,0.9029850746268657,0.0,0.007462686567164179,0.0,0.0,0.007462686567164179
770026,1616,0,6,1,79,0,0,0,0,4,0.0,0.06666666666666667,0.011111111111111112,0.8777777777777778,0.0,0.0,0.0,0.0,0.044444444444444446
770027,1617,0,11,0,109,0,0,1,3,4,0.0,0.0859375,0.0,0.8515625,0.0,0.0,0.0078125,0.0234375,0.03125
770032,1618,0,8,0,68,0,0,0,0,1,0.0,0.1038961038961039,0.0,0.8831168831168831,0.0,0.0,0.0,0.0,0.012987012987012988
790101,1619,1,12,0,68,1,0,0,4,4,0.011111111111111112,0.13333333333333333,0.0,0.7555555555555555,0.011111111111111112,0.0,0.0,0.044444444444444446,0.044444444444444446
790202,1620,0,10,0,100,1,2,0,1,3,0.0,0.08547008547008547,0.0,0.8547008547008547,0.008547008547008548,0.017094017094017096,0.0,0.008547008547008548,0.02564102564102564
790303,1621,0,0,0,32,0,0,0,0,2,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.058823529411764705
790306,1622,0,17,0,106,2,2,0,1,3,0.0,0.1297709923664122,0.0,0.8091603053435115,0.015267175572519083,0.015267175572519083,0.0,0.007633587786259542,0.022900763358778626
790404,1623,0,5,1,26,1,0,0,0,2,0.0,0.14285714285714285,0.02857142857142857,0.7428571428571429,0.02857142857142857,0.0,0.0,0.0,0.05714285714285714
810001,1624,0,17,0,196,1,2,0,4,4,0.0,0.07589285714285714,0.0,0.875,0.004464285714285714,0.008928571428571428,0.0,0.017857142857142856,0.017857142857142856
810002,1625,0,35,0,210,2,1,0,2,8,0.0,0.13565891472868216,0.0,0.813953488372093,0.007751937984496124,0.003875968992248062,0.0,0.007751937984496124,0.031007751937984496
810003,1626,0,18,0,225,0,0,0,5,8,0.0,0.0703125,0.0,0.87890625,0.0,0.0,0.0,0.01953125,0.03125
810004,1627,3,16,0,136,0,0,0,2,1,0.0189873417721519,0.10126582278481013,0.0,0.8607594936708861,0.0,0.0,0.0,0.012658227848101266,0.006329113924050633
810004,1628,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
830001,1629,0,41,0,436,1,1,1,6,8,0.0,0.08299595141700405,0.0,0.8825910931174089,0.0020242914979757085,0.0020242914979757085,0.0020242914979757085,0.012145748987854251,0.016194331983805668
830002,1630,1,27,0,327,1,0,0,2,5,0.0027548209366391185,0.0743801652892562,0.0,0.9008264462809917,0.0027548209366391185,0.0,0.0,0.005509641873278237,0.013774104683195593
830003,1631,3,43,0,455,2,2,2,4,14,0.005714285714285714,0.08190476190476191,0.0,0.8666666666666667,0.0038095238095238095,0.0038095238095238095,0.0038095238095238095,0.007619047619047619,0.02666666666666667
830004,1632,1,52,0,490,3,2,2,9,8,0.001763668430335097,0.09171075837742504,0.0,0.8641975308641975,0.005291005291005291,0.003527336860670194,0.003527336860670194,0.015873015873015872,0.014109347442680775
83002,1633,0,9,0,137,2,2,0,2,0,0.0,0.05921052631578947,0.0,0.9013157894736842,0.013157894736842105,0.013157894736842105,0.0,0.013157894736842105,0.0
850001,1634,1,127,0,330,1,3,0,7,8,0.0020964360587002098,0.2662473794549266,0.0,0.6918238993710691,0.0020964360587002098,0.006289308176100629,0.0,0.014675052410901468,0.016771488469601678
850002,1635,0,126,0,413,1,2,0,7,14,0.0,0.22380106571936056,0.0,0.7335701598579041,0.0017761989342806395,0.003552397868561279,0.0,0.012433392539964476,0.02486678507992895
850003,1636,0,22,2,95,0,0,0,3,2,0.0,0.1774193548387097,0.016129032258064516,0.7661290322580645,0.0,0.0,0.0,0.024193548387096774,0.016129032258064516
850004,1637,0,99,1,458,3,4,0,17,7,0.0,0.16808149405772496,0.001697792869269949,0.7775891341256367,0.0050933786078098476,0.006791171477079796,0.0,0.028862478777589132,0.011884550084889643
850005,1638,1,44,0,130,1,0,2,0,5,0.00546448087431694,0.24043715846994534,0.0,0.7103825136612022,0.00546448087431694,0.0,0.01092896174863388,0.0,0.0273224043715847
850006,1639,0,38,0,95,0,0,0,5,4,0.0,0.2676056338028169,0.0,0.6690140845070423,0.0,0.0,0.0,0.035211267605633804,0.028169014084507043
850007,1640,1,43,2,133,0,0,0,3,2,0.005434782608695652,0.23369565217391305,0.010869565217391304,0.7228260869565217,0.0,0.0,0.0,0.016304347826086956,0.010869565217391304
850008,1641,2,79,1,503,5,9,0,6,12,0.0032414910858995136,0.1280388978930308,0.0016207455429497568,0.8152350081037277,0.008103727714748784,0.014586709886547812,0.0,0.009724473257698542,0.019448946515397084
850009,1642,0,83,0,382,0,6,1,7,7,0.0,0.17078189300411523,0.0,0.7860082304526749,0.0,0.012345679012345678,0.00205761316872428,0.01440329218106996,0.01440329218106996
850010,1643,0,21,0,144,0,1,0,1,3,0.0,0.12352941176470589,0.0,0.8470588235294118,0.0,0.0058823529411764705,0.0,0.0058823529411764705,0.01764705882352941
850011,1644,0,134,0,767,1,3,1,15,18,0.0,0.14270500532481364,0.0,0.8168264110756124,0.0010649627263045794,0.003194888178913738,0.0010649627263045794,0.01597444089456869,0.019169329073482427
850012,1645,1,89,0,274,1,3,1,14,5,0.002577319587628866,0.22938144329896906,0.0,0.7061855670103093,0.002577319587628866,0.007731958762886598,0.002577319587628866,0.03608247422680412,0.01288659793814433
850013,1646,1,89,0,370,2,3,0,5,12,0.002074688796680498,0.18464730290456433,0.0,0.7676348547717843,0.004149377593360996,0.006224066390041493,0.0,0.01037344398340249,0.024896265560165973
850014,1647,0,62,0,183,1,1,0,4,4,0.0,0.24313725490196078,0.0,0.7176470588235294,0.00392156862745098,0.00392156862745098,0.0,0.01568627450980392,0.01568627450980392
850015,1648,1,45,0,124,1,0,0,4,4,0.00558659217877095,0.25139664804469275,0.0,0.6927374301675978,0.00558659217877095,0.0,0.0,0.0223463687150838,0.0223463687150838
850016,1649,1,148,0,619,3,7,0,18,18,0.0012285012285012285,0.18181818181818182,0.0,0.7604422604422605,0.0036855036855036856,0.0085995085995086,0.0,0.022113022113022112,0.022113022113022112
850017,1650,1,82,0,498,2,5,0,11,11,0.001639344262295082,0.13442622950819672,0.0,0.8163934426229508,0.003278688524590164,0.00819672131147541,0.0,0.018032786885245903,0.018032786885245903
850018,1651,0,24,0,170,0,1,0,2,0,0.0,0.1218274111675127,0.0,0.8629441624365483,0.0,0.005076142131979695,0.0,0.01015228426395939,0.0
850019,1652,0,80,1,175,1,3,0,4,5,0.0,0.29739776951672864,0.0037174721189591076,0.6505576208178439,0.0037174721189591076,0.011152416356877323,0.0,0.01486988847583643,0.01858736059479554
850020,1653,1,58,1,298,0,4,0,5,4,0.0026954177897574125,0.15633423180592992,0.0026954177897574125,0.8032345013477089,0.0,0.01078167115902965,0.0,0.013477088948787063,0.01078167115902965
850021,1654,0,181,0,386,1,3,3,12,10,0.0,0.3036912751677852,0.0,0.6476510067114094,0.0016778523489932886,0.0050335570469798654,0.0050335570469798654,0.020134228187919462,0.016778523489932886
850022,1655,1,115,1,683,0,1,0,23,9,0.0012004801920768306,0.13805522208883553,0.0012004801920768306,0.8199279711884754,0.0,0.0012004801920768306,0.0,0.027611044417767107,0.010804321728691477
850023,1656,0,36,1,76,1,1,0,1,2,0.0,0.3050847457627119,0.00847457627118644,0.6440677966101694,0.00847457627118644,0.00847457627118644,0.0,0.00847457627118644,0.01694915254237288
850024,1657,0,33,1,88,0,0,2,3,1,0.0,0.2578125,0.0078125,0.6875,0.0,0.0,0.015625,0.0234375,0.0078125
850025,1658,0,163,1,358,10,8,1,15,60,0.0,0.26461038961038963,0.0016233766233766235,0.5811688311688312,0.016233766233766232,0.012987012987012988,0.0016233766233766235,0.024350649350649352,0.09740259740259741
850026,1659,0,30,0,79,0,2,0,2,0,0.0,0.26548672566371684,0.0,0.6991150442477876,0.0,0.017699115044247787,0.0,0.017699115044247787,0.0
850027,1660,0,49,1,244,1,5,0,9,6,0.0,0.15555555555555556,0.0031746031746031746,0.7746031746031746,0.0031746031746031746,0.015873015873015872,0.0,0.02857142857142857,0.01904761904761905
850028,1661,4,167,1,297,1,2,3,5,4,0.008264462809917356,0.3450413223140496,0.002066115702479339,0.6136363636363636,0.002066115702479339,0.004132231404958678,0.006198347107438017,0.010330578512396695,0.008264462809917356
850029,1662,0,103,1,402,2,3,1,16,7,0.0,0.1925233644859813,0.001869158878504673,0.7514018691588785,0.003738317757009346,0.005607476635514018,0.001869158878504673,0.029906542056074768,0.013084112149532711
850030,1663,3,213,0,516,4,2,0,18,16,0.0038860103626943004,0.2759067357512953,0.0,0.6683937823834197,0.0051813471502590676,0.0025906735751295338,0.0,0.023316062176165803,0.02072538860103627
850031,1664,0,127,1,257,3,2,0,10,3,0.0,0.315136476426799,0.0024813895781637717,0.6377171215880894,0.007444168734491315,0.004962779156327543,0.0,0.02481389578163772,0.007444168734491315
850032,1665,0,124,0,286,0,2,3,8,11,0.0,0.2857142857142857,0.0,0.6589861751152074,0.0,0.004608294930875576,0.0069124423963133645,0.018433179723502304,0.02534562211981567
850033,1666,1,128,1,794,2,5,0,29,12,0.00102880658436214,0.13168724279835392,0.00102880658436214,0.8168724279835391,0.00205761316872428,0.0051440329218107,0.0,0.029835390946502057,0.012345679012345678
850034,1667,0,191,0,314,5,4,1,12,15,0.0,0.35239852398523985,0.0,0.5793357933579336,0.00922509225092251,0.007380073800738007,0.0018450184501845018,0.02214022140221402,0.027675276752767528
850035,1668,0,38,1,284,1,1,0,0,5,0.0,0.11515151515151516,0.0030303030303030303,0.8606060606060606,0.0030303030303030303,0.0030303030303030303,0.0,0.0,0.015151515151515152
850036,1669,5,129,0,233,1,1,0,5,3,0.013262599469496022,0.3421750663129973,0.0,0.6180371352785146,0.002652519893899204,0.002652519893899204,0.0,0.013262599469496022,0.007957559681697613
850037,1670,0,63,0,556,0,2,1,9,6,0.0,0.0989010989010989,0.0,0.8728414442700158,0.0,0.0031397174254317113,0.0015698587127158557,0.0141287284144427,0.009419152276295133
850038,1671,0,74,0,158,1,3,0,6,5,0.0,0.29959514170040485,0.0,0.6396761133603239,0.004048582995951417,0.012145748987854251,0.0,0.024291497975708502,0.020242914979757085
850039,1672,0,59,0,194,1,1,0,5,7,0.0,0.2209737827715356,0.0,0.7265917602996255,0.003745318352059925,0.003745318352059925,0.0,0.018726591760299626,0.026217228464419477
850040,1673,4,145,1,482,2,5,1,4,16,0.006060606060606061,0.2196969696969697,0.0015151515151515152,0.7303030303030303,0.0030303030303030303,0.007575757575757576,0.0015151515151515152,0.006060606060606061,0.024242424242424242
850041,1674,2,168,0,663,5,3,0,23,9,0.002290950744558992,0.19243986254295534,0.0,0.7594501718213058,0.0057273768613974796,0.003436426116838488,0.0,0.026345933562428408,0.010309278350515464
850042,1675,0,47,0,318,0,4,0,4,3,0.0,0.125,0.0,0.8457446808510638,0.0,0.010638297872340425,0.0,0.010638297872340425,0.007978723404255319
850043,1676,0,65,0,215,1,1,0,4,8,0.0,0.22108843537414966,0.0,0.7312925170068028,0.003401360544217687,0.003401360544217687,0.0,0.013605442176870748,0.027210884353741496
850044,1677,0,22,0,135,1,2,2,2,3,0.0,0.1317365269461078,0.0,0.8083832335329342,0.005988023952095809,0.011976047904191617,0.011976047904191617,0.011976047904191617,0.017964071856287425
850045,1678,1,187,1,449,1,4,2,13,13,0.0014903129657228018,0.2786885245901639,0.0014903129657228018,0.669150521609538,0.0014903129657228018,0.005961251862891207,0.0029806259314456036,0.019374068554396422,0.019374068554396422
850046,1679,0,57,0,193,0,1,1,6,7,0.0,0.21509433962264152,0.0,0.7283018867924528,0.0,0.0037735849056603774,0.0037735849056603774,0.022641509433962263,0.026415094339622643
850047,1680,2,89,0,274,4,1,3,4,5,0.005235602094240838,0.23298429319371727,0.0,0.7172774869109948,0.010471204188481676,0.002617801047120419,0.007853403141361256,0.010471204188481676,0.013089005235602094
850048,1681,3,157,1,332,0,4,0,8,7,0.005859375,0.306640625,0.001953125,0.6484375,0.0,0.0078125,0.0,0.015625,0.013671875
850049,1682,1,140,1,279,1,2,1,7,4,0.0022935779816513763,0.3211009174311927,0.0022935779816513763,0.6399082568807339,0.0022935779816513763,0.0045871559633027525,0.0022935779816513763,0.016055045871559634,0.009174311926605505
850050,1683,1,50,0,143,1,1,0,6,5,0.004830917874396135,0.24154589371980675,0.0,0.6908212560386473,0.004830917874396135,0.004830917874396135,0.0,0.028985507246376812,0.024154589371980676
850051,1684,1,23,0,109,0,1,2,0,0,0.007352941176470588,0.16911764705882354,0.0,0.8014705882352942,0.0,0.007352941176470588,0.014705882352941176,0.0,0.0
850052,1685,1,67,1,248,1,4,1,4,21,0.0028735632183908046,0.1925287356321839,0.0028735632183908046,0.7126436781609196,0.0028735632183908046,0.011494252873563218,0.0028735632183908046,0.011494252873563218,0.0603448275862069
850053,1686,3,133,1,235,2,2,1,3,8,0.007731958762886598,0.3427835051546392,0.002577319587628866,0.6056701030927835,0.005154639175257732,0.005154639175257732,0.002577319587628866,0.007731958762886598,0.020618556701030927
850054,1687,0,43,0,199,2,4,1,3,7,0.0,0.16602316602316602,0.0,0.7683397683397684,0.007722007722007722,0.015444015444015444,0.003861003861003861,0.011583011583011582,0.02702702702702703
850055,1688,0,142,1,189,2,2,0,2,7,0.0,0.4115942028985507,0.002898550724637681,0.5478260869565217,0.005797101449275362,0.005797101449275362,0.0,0.005797101449275362,0.020289855072463767
850056,1689,1,93,0,336,2,5,0,5,11,0.002207505518763797,0.2052980132450331,0.0,0.7417218543046358,0.004415011037527594,0.011037527593818985,0.0,0.011037527593818985,0.024282560706401765
850057,1690,0,151,0,531,0,3,1,11,20,0.0,0.2105997210599721,0.0,0.7405857740585774,0.0,0.0041841004184100415,0.001394700139470014,0.015341701534170154,0.02789400278940028
850058,1691,0,100,0,299,1,4,0,3,10,0.0,0.23980815347721823,0.0,0.7170263788968825,0.002398081534772182,0.009592326139088728,0.0,0.007194244604316547,0.023980815347721823
850059,1692,1,143,0,417,3,4,1,8,9,0.0017064846416382253,0.2440273037542662,0.0,0.71160409556314,0.005119453924914676,0.006825938566552901,0.0017064846416382253,0.013651877133105802,0.015358361774744027
850060,1693,1,206,0,454,4,8,0,8,33,0.0014005602240896359,0.28851540616246496,0.0,0.6358543417366946,0.0056022408963585435,0.011204481792717087,0.0,0.011204481792717087,0.046218487394957986
850061,1694,1,75,0,257,0,3,1,12,11,0.002777777777777778,0.20833333333333334,0.0,0.7138888888888889,0.0,0.008333333333333333,0.002777777777777778,0.03333333333333333,0.030555555555555555
850062,1695,2,101,0,221,3,1,1,8,9,0.005780346820809248,0.29190751445086704,0.0,0.638728323699422,0.008670520231213872,0.002890173410404624,0.002890173410404624,0.023121387283236993,0.02601156069364162
850063,1696,0,132,0,271,3,5,0,13,8,0.0,0.3055555555555556,0.0,0.6273148148148148,0.006944444444444444,0.011574074074074073,0.0,0.03009259259259259,0.018518518518518517
850064,1697,1,116,0,205,2,3,1,6,12,0.002890173410404624,0.3352601156069364,0.0,0.5924855491329479,0.005780346820809248,0.008670520231213872,0.002890173410404624,0.017341040462427744,0.03468208092485549
850065,1698,0,37,0,129,0,1,0,3,5,0.0,0.21142857142857144,0.0,0.7371428571428571,0.0,0.005714285714285714,0.0,0.017142857142857144,0.02857142857142857
850066,1699,0,79,0,195,1,5,0,4,2,0.0,0.2762237762237762,0.0,0.6818181818181818,0.0034965034965034965,0.017482517482517484,0.0,0.013986013986013986,0.006993006993006993
850067,1700,0,125,0,250,0,6,0,12,5,0.0,0.314070351758794,0.0,0.628140703517588,0.0,0.01507537688442211,0.0,0.03015075376884422,0.01256281407035176
850068,1701,1,45,0,180,0,1,0,10,2,0.0041841004184100415,0.18828451882845187,0.0,0.7531380753138075,0.0,0.0041841004184100415,0.0,0.04184100418410042,0.008368200836820083
850069,1702,0,193,0,472,2,7,2,10,20,0.0,0.273371104815864,0.0,0.6685552407932012,0.0028328611898017,0.009915014164305949,0.0028328611898017,0.014164305949008499,0.028328611898016998
850070,1703,2,104,0,222,1,0,1,5,2,0.005934718100890208,0.3086053412462908,0.0,0.658753709198813,0.002967359050445104,0.0,0.002967359050445104,0.01483679525222552,0.005934718100890208
850071,1704,0,77,0,176,2,0,0,0,4,0.0,0.2972972972972973,0.0,0.6795366795366795,0.007722007722007722,0.0,0.0,0.0,0.015444015444015444
850072,1705,0,97,0,176,0,1,1,6,5,0.0,0.33916083916083917,0.0,0.6153846153846154,0.0,0.0034965034965034965,0.0034965034965034965,0.02097902097902098,0.017482517482517484
850073,1706,0,43,1,90,1,1,0,5,5,0.0,0.2945205479452055,0.00684931506849315,0.6164383561643836,0.00684931506849315,0.00684931506849315,0.0,0.03424657534246575,0.03424657534246575
850074,1707,1,91,0,191,4,1,0,4,2,0.003401360544217687,0.30952380952380953,0.0,0.6496598639455783,0.013605442176870748,0.003401360544217687,0.0,0.013605442176870748,0.006802721088435374
850075,1708,0,143,0,280,2,2,0,8,7,0.0,0.3235294117647059,0.0,0.6334841628959276,0.004524886877828055,0.004524886877828055,0.0,0.01809954751131222,0.01583710407239819
850076,1709,0,143,0,363,2,4,0,2,9,0.0,0.2734225621414914,0.0,0.6940726577437859,0.0038240917782026767,0.0076481835564053535,0.0,0.0038240917782026767,0.017208413001912046
850077,1710,0,116,0,263,3,3,0,11,15,0.0,0.2822384428223844,0.0,0.6399026763990268,0.0072992700729927005,0.0072992700729927005,0.0,0.0267639902676399,0.0364963503649635
850078,1711,0,138,2,294,1,0,0,9,12,0.0,0.3026315789473684,0.0043859649122807015,0.6447368421052632,0.0021929824561403508,0.0,0.0,0.019736842105263157,0.02631578947368421
850079,1712,0,94,0,192,1,1,0,7,8,0.0,0.3102310231023102,0.0,0.6336633663366337,0.0033003300330033004,0.0033003300330033004,0.0,0.0231023102310231,0.026402640264026403
850080,1713,1,112,0,340,2,1,2,7,15,0.0020833333333333333,0.23333333333333334,0.0,0.7083333333333334,0.004166666666666667,0.0020833333333333333,0.004166666666666667,0.014583333333333334,0.03125
850081,1714,2,112,1,218,1,2,1,4,6,0.005763688760806916,0.3227665706051873,0.002881844380403458,0.6282420749279539,0.002881844380403458,0.005763688760806916,0.002881844380403458,0.011527377521613832,0.01729106628242075
850082,1715,0,54,0,228,0,1,0,4,9,0.0,0.18243243243243243,0.0,0.7702702702702703,0.0,0.0033783783783783786,0.0,0.013513513513513514,0.030405405405405407
850083,1716,0,94,0,531,2,8,1,8,9,0.0,0.1439509954058193,0.0,0.8131699846860643,0.0030627871362940277,0.01225114854517611,0.0015313935681470138,0.01225114854517611,0.013782542113323124
850084,1717,0,103,0,201,1,2,0,10,2,0.0,0.322884012539185,0.0,0.6300940438871473,0.003134796238244514,0.006269592476489028,0.0,0.03134796238244514,0.006269592476489028
850085,1718,2,99,0,231,5,3,1,4,8,0.0056657223796034,0.2804532577903683,0.0,0.6543909348441926,0.014164305949008499,0.0084985835694051,0.0028328611898017,0.0113314447592068,0.0226628895184136
850086,1719,1,188,0,307,4,3,0,10,11,0.0019083969465648854,0.35877862595419846,0.0,0.5858778625954199,0.007633587786259542,0.0057251908396946565,0.0,0.019083969465648856,0.02099236641221374
850087,1720,3,46,0,106,0,11,0,0,22,0.015957446808510637,0.24468085106382978,0.0,0.5638297872340425,0.0,0.05851063829787234,0.0,0.0,0.11702127659574468
850088,1721,0,29,0,46,0,1,0,0,0,0.0,0.3815789473684211,0.0,0.6052631578947368,0.0,0.013157894736842105,0.0,0.0,0.0
850089,1722,1,137,0,271,2,2,0,7,13,0.0023094688221709007,0.3163972286374134,0.0,0.625866050808314,0.004618937644341801,0.004618937644341801,0.0,0.016166281755196306,0.03002309468822171
850090,1723,2,248,1,409,1,4,1,9,7,0.002932551319648094,0.36363636363636365,0.001466275659824047,0.5997067448680352,0.001466275659824047,0.005865102639296188,0.001466275659824047,0.013196480938416423,0.010263929618768328
