CNTYVTD,VTDKEY,CruzR_24P_U.S. Sen,GibsonR_24P_U.S. Sen,LopezR_24P_U.S. Sen
3890006,7570,8,0,0
3890007,7571,56,2,2
3890008,7572,21,0,0
3890010,7573,47,0,2
3890011,7574,17,1,1
3910001,7575,86,9,11
3910002,7576,290,22,36
3910003,7577,164,12,22
3910004,7578,84,12,18
391001,7579,102,14,22
391002,7580,98,1,1
391002,7581,91,8,10
391003,7582,220,16,18
391004,7583,74,6,11
391004,7584,50,4,6
3930001,7585,95,3,2
3930002,7586,99,2,2
3930003,7587,73,4,0
393041,7588,57,2,1
393042,7589,52,0,0
3950001,7590,285,13,19
3950002,7591,299,23,26
3950003,7592,218,15,12
3950004,7593,285,8,10
3950005,7594,450,25,12
3950006,7595,506,24,15
3950008,7596,119,7,2
3950011,7597,308,17,8
3950013,7598,106,3,3
3950016,7599,95,8,5
3950019,7600,254,12,13
3950022,7601,103,28,30
3950023,7602,120,7,14
3970001,7603,1129,139,87
3970002,7604,920,108,54
3970003,7605,329,35,19
3970004,7606,326,27,11
3970004,7607,0,0,0
397001,7608,497,54,28
397001,7609,1219,111,69
397001,7610,0,0,0
397001,7611,1084,100,54
397001,7612,80,5,6
397001,7613,810,81,41
397002,7614,848,88,53
397002,7615,324,21,24
397002,7616,550,39,28
397002,7617,304,24,20
397002,7618,265,37,20
397002,7619,204,24,4
397003,7620,811,53,30
397003,7621,16,1,1
397003,7622,859,80,36
397003,7623,9,1,0
397003,7624,1287,105,55
397003,7625,1356,103,46
397003,7626,868,87,51
397004,7627,707,74,47
397004,7628,454,34,12
397004,7629,499,39,17
397004,7630,483,50,23
397004,7631,405,40,13
397004,7632,123,9,1
3990001,7633,350,14,5
3990003,7634,370,11,10
3990004,7635,78,3,4
3990005,7636,77,5,1
3990006,7637,50,3,1
3990007,7638,254,16,6
3990008,7639,192,9,5
3990009,7640,206,12,4
3990010,7641,158,4,3
4010111,7642,201,9,8
4010112,7643,360,11,9
4010113,7644,567,36,26
4010114,7645,342,4,6
4010201,7646,174,7,10
4010212,7647,232,14,8
4010213,7648,441,11,12
4010214,7649,650,40,16
4010215,7650,407,17,2
4010302,7651,160,10,13
4010303,7652,168,13,12
4010314,7653,280,6,8
4010314,7654,22,0,0
4010315,7655,190,12,4
4010316,7656,157,8,5
4010317,7657,96,6,1
4010318,7658,305,13,1
4010319,7659,73,2,1
4010404,7660,375,28,16
4010405,7661,304,18,9
4010416,7662,215,11,6
4010417,7663,235,10,12
4010418,7664,551,25,16
4030001,7665,544,26,8
4030002,7666,510,20,9
4030003,7667,86,4,6
4030004,7668,98,4,2
4030005,7669,380,16,5
4030006,7670,495,17,8
4030007,7671,19,2,0
4030008,7672,105,6,2
4050001,7673,304,14,15
4050002,7674,58,0,1
4050003,7675,46,3,0
4050004,7676,97,1,3
4050005,7677,106,1,2
4050006,7678,85,0,1
4050007,7679,84,2,0
4050008,7680,179,3,2
4050009,7681,286,7,6
4050010,7682,128,4,2
4050011,7683,0,1,0
4070001,7684,994,72,47
4070002,7685,807,46,41
4070003,7686,327,11,17
4070004,7687,276,17,4
4070005,7688,583,9,18
4070006,7689,744,38,45
4070007,7690,590,28,41
4070008,7691,336,17,10
4070009,7692,249,21,14
4070010,7693,199,17,6
4070011,7694,192,10,11
4090101,7695,64,1,1
4090102,7696,279,21,35
4090103,7697,76,3,3
4090104,7698,249,16,11
4090105,7699,76,6,13
4090106,7700,132,8,3
4090107,7701,48,2,2
4090108,7702,470,39,17
4090109,7703,317,23,9
4090110,7704,193,8,7
4090111,7705,50,4,3
4090112,7706,88,8,9
4090113,7707,179,13,15
4090114,7708,275,22,10
4090115,7709,691,44,19
4090116,7710,567,48,26
4090117,7711,111,8,4
4090118,7712,286,20,18
4090119,7713,207,11,16
4090120,7714,146,7,5
4090121,7715,222,18,10
4090122,7716,3,1,0
4090123,7717,15,0,0
4090124,7718,284,14,24
4090125,7719,10,2,0
4110001,7720,384,21,14
411002,7721,290,19,11
411002,7722,120,2,2
411003,7723,177,11,14
411003,7724,111,7,9
411004,7725,350,10,7
411004,7726,63,2,2
4130001,7727,103,7,4
4130002,7728,105,3,4
4130003,7729,57,2,2
4130004,7730,138,11,4
4150005,7731,29,3,2
4150006,7732,88,3,2
4150007,7733,415,17,12
4150008,7734,150,8,4
4150009,7735,141,5,6
4150010,7736,206,10,4
4150011,7737,26,5,2
4150012,7738,243,10,9
4150013,7739,114,3,4
4150014,7740,39,1,0
4150015,7741,171,4,6
4170101,7742,65,3,2
4170101,7743,137,4,0
4170202,7744,170,5,3
4170303,7745,70,3,1
4170307,7746,60,0,1
4170404,7747,7,1,1
4170405,7748,43,1,0
4170406,7749,73,1,1
4170406,7750,0,0,0
4190002,7751,273,8,10
4190003,7752,106,0,1
4190004,7753,244,6,5
4190005,7754,777,28,12
4190006,7755,177,7,5
4190007,7756,216,7,4
4190008,7757,253,11,13
419001,7758,392,16,9
419001,7759,485,17,15
419001,7760,130,2,6
419009,7761,270,5,5
419009,7762,246,9,3
41901,7763,174,8,13
41901,7764,423,15,17
4210101,7765,29,0,0
4210102,7766,62,1,3
4210201,7767,31,2,1
4210202,7768,53,1,1
4210301,7769,44,1,4
4210302,7770,62,3,2
4210401,7771,128,10,4
4230001,7772,16,0,1
4230002,7773,8,0,2
4230003,7774,462,21,28
4230004,7775,165,5,10
4230005,7776,665,19,13
4230006,7777,251,8,6
4230007,7778,366,18,18
4230008,7779,337,9,4
4230009,7780,18,1,1
4230010,7781,292,9,7
4230011,7782,52,1,6
4230012,7783,40,1,5
4230013,7784,11,0,1
4230014,7785,304,11,11
4230015,7786,1194,51,48
4230016,7787,17,0,1
4230017,7788,380,10,11
4230018,7789,15,3,3
4230019,7790,866,42,23
4230020,7791,26,1,1
4230021,7792,336,18,31
4230022,7793,11,0,3
4230023,7794,382,16,19
4230024,7795,544,15,21
4230025,7796,445,30,27
4230026,7797,639,16,16
4230027,7798,237,10,27
4230028,7799,782,10,22
4230029,7800,363,8,11
4230030,7801,704,18,27
4230031,7802,846,23,23
4230032,7803,93,3,5
4230033,7804,229,4,15
4230034,7805,50,2,8
4230035,7806,273,12,10
4230036,7807,92,3,9
4230037,7808,469,12,12
4230038,7809,436,17,25
4230039,7810,32,2,1
4230040,7811,978,21,28
4230041,7812,581,14,28
4230042,7813,1118,26,44
4230043,7814,265,15,25
4230044,7815,527,17,17
4230045,7816,579,14,9
4230046,7817,205,6,2
4230047,7818,87,2,2
4230048,7819,90,2,4
4230049,7820,363,8,8
4230050,7821,516,16,20
4230051,7822,488,22,28
4230052,7823,703,16,17
4230053,7824,83,3,2
4230054,7825,556,23,20
4230055,7826,169,3,10
4230056,7827,710,23,35
4230057,7828,178,5,15
4230058,7829,864,32,40
4230059,7830,791,27,28
4230060,7831,28,1,1
4230061,7832,215,14,24
4230062,7833,388,7,7
4230063,7834,132,1,2
4230064,7835,452,12,15
4230066,7836,84,1,1
4230071,7837,1088,41,62
4230073,7838,85,0,5
4230074,7839,195,16,2
4230075,7840,903,34,33
4230076,7841,22,3,0
4230077,7842,111,6,4
4230079,7843,802,20,27
4230081,7844,23,1,0
4230082,7845,1,0,0
4230085,7846,330,11,7
4250001,7847,470,36,22
4250002,7848,530,16,17
4250003,7849,449,29,28
4250004,7850,618,32,25
4270001,7851,61,3,1
4270002,7852,52,4,4
4270003,7853,12,1,0
4270004,7854,15,2,0
4270005,7855,4,0,0
4270006,7856,28,1,5
4270007,7857,6,0,0
4270008,7858,38,3,11
4270009,7859,16,1,4
4270010,7860,23,0,1
4270011,7861,13,2,1
4270012,7862,49,2,6
4270013,7863,11,1,1
4270014,7864,18,2,1
4290001,7865,254,12,3
4290002,7866,451,29,10
4290003,7867,250,27,6
4290004,7868,429,29,19
4290005,7869,119,6,1
4310001,7870,92,2,1
4310001,7871,24,0,1
4310002,7872,50,3,1
4310002,7873,0,0,0
4310002,7874,3,0,0
4310002,7875,6,1,1
4310002,7876,10,1,1
4310003,7877,97,6,1
4310004,7878,73,5,2
4330001,7879,64,3,0
4330002,7880,64,3,0
4330003,7881,79,2,0
4330004,7882,73,2,0
4350101,7883,96,5,13
4350201,7884,201,4,8
4350301,7885,233,12,22
4350401,7886,97,6,5
4370001,7887,109,4,7
4370002,7888,152,14,6
4370003,7889,216,11,9
4370004,7890,35,1,4
4370006,7891,45,1,5
4370007,7892,153,12,5
4370009,7893,13,0,0
4370011,7894,72,1,4
4391001,7895,185,21,31
4391004,7896,230,20,24
4391005,7897,7,0,0
4391008,7898,4,1,2
4391009,7899,228,14,9
4391010,7900,10,0,2
4391011,7901,4,3,3
4391012,7902,170,12,6
4391013,7903,42,1,1
4391014,7904,38,3,3
4391015,7905,46,4,5
4391019,7906,24,2,2
4391021,7907,499,29,26
4391022,7908,131,13,17
4391023,7909,206,11,8
4391024,7910,157,9,15
4391025,7911,92,7,4
4391034,7912,570,28,17
4391056,7913,9,1,0
4391059,7914,6,0,1
4391061,7915,5,0,1
4391062,7916,2,0,0
4391064,7917,0,0,0
4391066,7918,37,5,4
4391071,7919,62,6,5
4391074,7920,14,0,1
4391075,7921,16,1,3
4391076,7922,129,16,26
4391078,7923,6,0,1
4391079,7924,5,4,3
4391080,7925,4,1,1
4391081,7926,104,11,15
4391082,7927,33,4,0
4391083,7928,18,0,0
4391084,7929,0,0,0
4391085,7930,44,1,0
4391088,7931,31,2,2
4391089,7932,8,0,0
4391090,7933,12,0,1
4391094,7934,73,8,10
4391095,7935,155,16,32
4391098,7936,9,0,4
4391099,7937,15,3,1
4391103,7938,263,18,21
4391104,7939,27,7,8
4391105,7940,272,21,26
4391106,7941,7,3,2
4391108,7942,190,27,43
4391109,7943,44,1,6
4391111,7944,534,28,37
4391117,7945,267,32,42
4391119,7946,270,24,22
4391120,7947,18,4,5
4391126,7948,89,10,13
4391127,7949,12,0,1
4391132,7950,8,1,1
4391133,7951,167,10,25
4391142,7952,126,12,24
4391146,7953,135,13,18
4391149,7954,61,4,6
4391150,7955,64,2,6
4391151,7956,98,4,8
4391153,7957,13,1,2
4391154,7958,5,0,0
4391165,7959,17,1,1
4391167,7960,150,13,20
4391170,7961,184,11,21
4391175,7962,144,11,24
4391184,7963,49,2,3
4391186,7964,340,34,41
4391188,7965,3,1,0
4391189,7966,264,16,20
4391197,7967,162,17,23
4391198,7968,20,3,0
4391199,7969,86,3,7
4391206,7970,366,32,29
4391207,7971,202,12,17
4391208,7972,477,27,39
4391211,7973,11,3,1
4391227,7974,67,1,3
4391236,7975,54,9,6
4391237,7976,26,3,1
4391238,7977,200,14,10
4391241,7978,7,1,0
4391244,7979,25,1,2
4391251,7980,63,3,9
4391255,7981,183,10,16
4391257,7982,82,6,9
4391264,7983,210,21,23
4391265,7984,216,9,29
4391270,7985,58,5,1
4391271,7986,380,27,22
4391273,7987,74,11,8
4391277,7988,156,10,21
4391278,7989,50,3,6
4391279,7990,84,9,5
4391291,7991,12,0,3
4391292,7992,41,1,9
4391293,7993,28,0,2
4391294,7994,372,15,27
4391295,7995,42,0,2
4391296,7996,403,35,36
4391297,7997,8,3,1
4391298,7998,229,30,37
4391300,7999,139,7,10
4391301,8000,48,4,5
4391311,8001,89,4,3
4391337,8002,467,37,36
4391339,8003,373,29,49
4391345,8004,44,2,4
4391346,8005,10,0,1
4391347,8006,315,21,32
4391348,8007,225,9,5
4391351,8008,0,0,0
4391352,8009,110,2,1
4391366,8010,2,0,1
4391376,8011,2,0,1
4391377,8012,395,43,42
4391378,8013,128,13,9
4391380,8014,107,22,8
4391382,8015,57,6,9
4391388,8016,131,14,12
4391394,8017,0,0,0
4391404,8018,67,8,9
4391407,8019,3,0,0
4391408,8020,12,1,0
4391412,8021,0,0,0
4391414,8022,0,0,0
4391415,8023,34,1,6
4391416,8024,24,1,3
4391418,8025,0,0,0
4391420,8026,0,0,0
4391423,8027,609,48,61
4391424,8028,1,0,1
4391427,8029,0,0,1
4391430,8030,0,0,0
4391431,8031,311,7,21
4391434,8032,0,0,0
4391436,8033,61,6,2
4391437,8034,76,3,4
4391439,8035,3,0,1
4391440,8036,57,5,9
4391441,8037,10,1,3
4391444,8038,4,1,1
4391445,8039,0,1,0
4391455,8040,0,0,0
4391457,8041,0,0,0
4391459,8042,63,4,9
4391460,8043,96,5,5
4391463,8044,56,6,10
4391472,8045,98,7,5
4391473,8046,15,3,2
4391476,8047,10,0,0
4391477,8048,9,0,1
4391479,8049,5,0,1
4391481,8050,9,1,0
4391482,8051,10,1,0
4391489,8052,90,6,7
4391490,8053,34,2,2
4391491,8054,0,0,0
4391501,8055,24,2,1
4391504,8056,350,11,18
4391514,8057,0,0,0
4391515,8058,1,0,0
4391518,8059,14,2,3
4391543,8060,22,1,2
4391544,8061,0,0,0
4391547,8062,0,0,0
4391549,8063,0,0,0
4391550,8064,0,1,0
4391555,8065,2,0,0
4391559,8066,2,0,0
4391564,8067,0,0,0
4391576,8068,0,0,0
4391577,8069,15,1,1
4391578,8070,41,4,3
4391586,8071,0,0,0
4391589,8072,15,2,0
4391594,8073,0,0,0
4391597,8074,6,0,2
4391603,8075,0,0,0
4391605,8076,0,0,0
4391607,8077,0,0,0
4391608,8078,115,10,25
4391610,8079,5,0,0
4391611,8080,3,0,0
4391617,8081,3,0,0
4391619,8082,0,0,0
4391621,8083,9,0,0
4391622,8084,5,0,2
4391623,8085,0,0,0
4391625,8086,0,0,0
4391627,8087,29,4,0
4391631,8088,14,2,4
4391633,8089,3,0,0
4391639,8090,42,4,8
4391641,8091,243,17,19
4391642,8092,85,5,5
4391651,8093,0,0,0
4391652,8094,0,0,0
4391672,8095,0,0,0
4391674,8096,0,0,0
4391676,8097,12,1,1
4391677,8098,8,0,5
4391678,8099,0,0,0
4391679,8100,0,0,0
4391684,8101,45,1,6
4391701,8102,90,7,12
4391704,8103,253,11,20
4391710,8104,170,3,5
4391714,8105,185,13,12
4391715,8106,118,7,9
4391717,8107,183,5,8
4391718,8108,115,11,7
4391719,8109,453,20,48
4391722,8110,27,2,5
4391723,8111,154,12,4
4391734,8112,105,10,13
4391738,8113,11,1,0
4391739,8114,0,0,0
4391740,8115,0,0,0
4391747,8116,0,0,0
4391749,8117,0,0,0
4391752,8118,0,0,0
4391753,8119,0,0,0
4391801,8120,0,0,0
4391821,8121,0,0,0
4391831,8122,194,12,12
4391834,8123,317,21,30
4391837,8124,115,6,5
4391845,8125,183,12,14
4391848,8126,198,7,12
4392002,8127,0,0,0
4392003,8128,95,10,16
4392007,8129,313,27,38
4392026,8130,239,22,27
4392027,8131,28,1,2
4392028,8132,162,15,17
4392029,8133,319,14,28
4392030,8134,92,7,9
4392031,8135,95,6,15
4392033,8136,176,10,12
4392052,8137,141,12,11
4392055,8138,245,23,39
4392058,8139,1,0,0
4392100,8140,34,10,8
4392112,8141,290,23,14
4392134,8142,60,2,2
4392143,8143,45,4,5
4392145,8144,62,3,7
4392147,8145,125,9,14
4392148,8146,77,5,8
4392158,8147,279,22,21
4392161,8148,57,6,7
4392168,8149,69,5,5
4392169,8150,8,1,0
4392171,8151,273,15,34
4392173,8152,171,12,24
4392174,8153,284,13,16
4392180,8154,44,3,4
4392181,8155,296,33,20
4392190,8156,28,2,1
4392205,8157,316,33,23
4392210,8158,73,3,4
4392217,8159,158,25,19
4392219,8160,283,24,30
4392220,8161,372,30,40
4392221,8162,171,17,15
4392223,8163,295,28,37
4392224,8164,124,10,12
4392225,8165,35,0,5
4392226,8166,85,6,6
4392228,8167,346,34,32
4392229,8168,226,15,15
4392235,8169,132,9,8
4392246,8170,183,26,23
4392258,8171,97,2,2
4392262,8172,161,7,4
4392263,8173,93,8,5
4392266,8174,412,26,43
4392267,8175,75,2,6
4392268,8176,126,8,5
4392269,8177,30,1,4
4392274,8178,0,0,0
4392275,8179,81,3,5
4392280,8180,133,15,20
4392281,8181,197,19,19
4392299,8182,108,4,10
4392302,8183,42,2,3
4392303,8184,280,17,19
4392304,8185,353,27,48
4392305,8186,198,11,14
4392306,8187,302,20,22
4392307,8188,424,43,55
4392308,8189,267,12,24
4392309,8190,73,6,4
4392310,8191,208,16,14
4392313,8192,300,23,36
4392314,8193,472,36,49
4392315,8194,81,9,13
4392316,8195,126,5,16
4392317,8196,170,26,21
4392318,8197,266,30,17
4392319,8198,340,25,34
4392320,8199,75,11,3
4392341,8200,13,1,1
4392349,8201,84,6,4
4392353,8202,74,3,5
4392354,8203,92,9,5
4392355,8204,165,11,10
4392356,8205,303,26,24
4392357,8206,355,22,25
4392358,8207,309,16,32
4392360,8208,495,30,29
4392379,8209,163,20,11
4392381,8210,15,0,1
4392383,8211,136,7,5
4392393,8212,15,1,2
4392401,8213,19,0,5
4392402,8214,3,0,0
4392403,8215,2,0,0
4392405,8216,88,4,3
4392411,8217,12,2,0
4392413,8218,25,5,0
4392419,8219,0,0,0
4392425,8220,253,13,17
4392426,8221,221,15,20
4392428,8222,20,0,2
4392435,8223,292,12,17
4392438,8224,106,11,2
4392442,8225,243,23,42
4392448,8226,154,15,23
4392449,8227,58,7,5
4392450,8228,112,12,13
4392451,8229,3,1,1
4392453,8230,117,5,15
4392461,8231,49,3,8
4392462,8232,73,3,2
4392464,8233,63,8,3
4392466,8234,71,3,5
4392467,8235,118,14,22
4392468,8236,262,26,23
4392474,8237,54,4,1
4392484,8238,136,8,3
4392488,8239,156,7,9
4392505,8240,222,12,13
4392506,8241,344,20,30
4392513,8242,0,0,0
4392519,8243,68,2,6
4392520,8244,181,12,16
4392521,8245,136,9,6
4392522,8246,300,22,28
4392523,8247,204,15,18
4392524,8248,450,21,38
4392525,8249,112,5,7
4392535,8250,510,49,37
4392536,8251,173,24,22
4392537,8252,52,4,8
4392541,8253,114,10,6
4392546,8254,1,0,0
4392548,8255,255,12,12
4392553,8256,83,4,11
4392556,8257,262,26,35
4392557,8258,42,5,10
4392561,8259,0,0,0
4392569,8260,1,0,0
4392571,8261,1,0,0
4392581,8262,122,12,10
4392600,8263,0,0,0
4392601,8264,0,0,0
4392606,8265,1,0,0
4392609,8266,0,0,0
4392612,8267,0,0,0
4392613,8268,82,5,9
4392614,8269,33,3,2
4392616,8270,1,0,0
4392618,8271,0,0,0
4392635,8272,66,10,2
4392636,8273,255,23,14
4392643,8274,70,5,3
4392644,8275,151,12,28
4392645,8276,262,17,21
4392655,8277,55,10,3
4392656,8278,3,0,1
4392657,8279,1,0,0
4392658,8280,13,2,2
4392659,8281,0,1,0
4392660,8282,19,5,0
4392670,8283,11,2,0
4392673,8284,0,0,0
4392675,8285,0,0,0
4392680,8286,0,0,0
4392681,8287,0,0,0
4392697,8288,199,8,17
4392699,8289,188,17,20
4392708,8290,104,8,12
4392712,8291,264,16,14
4392721,8292,340,14,21
4392726,8293,124,6,9
4392727,8294,82,5,4
4392731,8295,92,5,13
4392741,8296,0,0,0
4392742,8297,27,0,6
4392743,8298,0,0,0
4392744,8299,41,0,3
4392745,8300,56,1,5
4392746,8301,81,12,11
4392748,8302,0,0,0
4392751,8303,0,0,0
4392755,8304,0,0,0
4392775,8305,0,0,0
4392827,8306,0,0,0
4392827,8307,0,0,0
4392835,8308,141,12,12
4392838,8309,89,5,5
4392839,8310,168,19,19
4392840,8311,64,3,6
4392843,8312,137,4,12
4393032,8313,197,11,11
4393035,8314,698,53,75
4393036,8315,203,8,17
4393037,8316,458,29,53
4393038,8317,363,23,47
4393039,8318,299,23,29
4393040,8319,465,18,50
4393041,8320,350,16,15
4393043,8321,266,8,12
4393049,8322,651,53,51
4393054,8323,474,30,52
4393063,8324,350,23,25
4393072,8325,509,29,32
4393114,8326,426,40,38
4393131,8327,269,10,17
4393139,8328,149,6,10
4393140,8329,268,11,16
4393152,8330,9,0,0
4393156,8331,342,33,20
4393157,8332,206,18,21
4393160,8333,212,12,14
4393164,8334,217,12,18
4393166,8335,213,19,17
4393172,8336,299,21,16
4393176,8337,445,39,42
4393177,8338,525,11,33
4393183,8339,443,25,37
4393185,8340,0,0,0
4393187,8341,203,12,7
4393192,8342,287,12,13
4393193,8343,683,60,64
4393194,8344,261,18,12
4393196,8345,373,25,27
4393200,8346,338,20,29
4393209,8347,972,54,83
4393212,8348,210,12,15
4393213,8349,181,9,12
4393214,8350,388,19,28
4393215,8351,482,34,40
4393216,8352,399,21,34
4393240,8353,406,21,28
4393247,8354,154,12,12
4393248,8355,722,43,47
4393249,8356,354,33,45
4393254,8357,269,17,22
4393260,8358,255,13,20
4393282,8359,250,27,17
4393283,8360,303,24,21
4393286,8361,194,14,8
4393287,8362,305,16,27
4393289,8363,361,9,26
4393321,8364,498,23,44
4393322,8365,344,34,32
4393323,8366,693,77,58
4393324,8367,312,20,20
4393325,8368,201,5,12
4393325,8369,0,0,0
4393326,8370,114,8,7
4393327,8371,291,19,25
4393329,8372,258,11,26
4393330,8373,224,21,29
4393331,8374,693,38,62
4393332,8375,300,9,23
4393333,8376,717,48,68
4393334,8377,257,15,29
4393335,8378,364,24,40
4393336,8379,252,27,25
4393359,8380,303,27,49
4393361,8381,423,22,46
4393363,8382,206,11,5
4393364,8383,133,7,9
4393365,8384,791,65,80
4393367,8385,302,28,24
4393368,8386,160,11,12
4393372,8387,389,25,25
4393384,8388,238,13,28
4393385,8389,569,56,70
4393386,8390,552,31,36
4393387,8391,509,24,46
4393389,8392,359,17,43
4393390,8393,781,80,87
4393391,8394,209,16,21
4393392,8395,436,25,33
4393396,8396,466,33,64
4393398,8397,203,7,18
4393406,8398,0,0,0
4393409,8399,0,0,0
4393417,8400,236,13,18
4393421,8401,326,24,29
4393422,8402,452,24,29
4393433,8403,119,7,14
4393443,8404,307,27,36
4393446,8405,0,0,0
4393447,8406,0,0,0
4393465,8407,365,18,29
4393469,8408,202,27,33
4393470,8409,21,2,0
4393471,8410,342,16,47
4393486,8411,498,38,31
4393500,8412,92,1,3
4393502,8413,333,18,25
4393507,8414,294,18,29
4393509,8415,265,8,19
4393510,8416,628,46,55
4393511,8417,231,15,23
4393516,8418,418,33,37
4393517,8419,241,24,14
4393526,8420,244,11,21
4393527,8421,450,41,44
4393529,8422,442,27,35
4393530,8423,390,45,48
4393538,8424,587,33,58
4393539,8425,0,0,0
4393542,8426,337,29,31
4393545,8427,455,34,32
4393552,8428,325,15,23
4393554,8429,597,35,48
4393558,8430,598,52,53
4393560,8431,0,0,0
4393562,8432,43,1,2
4393566,8433,0,0,0
4393567,8434,331,20,24
4393570,8435,275,16,20
4393574,8436,59,4,4
4393575,8437,0,0,0
4393579,8438,179,10,15
4393580,8439,0,0,0
4393582,8440,11,0,1
4393583,8441,0,0,0
4393584,8442,0,0,0
4393585,8443,0,0,0
4393590,8444,0,0,0
4393624,8445,32,4,3
4393626,8446,143,10,12
4393637,8447,188,6,20
4393646,8448,270,15,22
4393647,8449,383,28,39
4393648,8450,426,32,33
4393653,8451,0,0,0
4393654,8452,0,0,0
4393661,8453,1,1,0
4393663,8454,2,0,0
4393664,8455,0,0,0
4393665,8456,5,0,0
4393667,8457,17,1,1
4393668,8458,56,5,2
4393669,8459,0,0,0
4393671,8460,154,7,9
4393695,8461,268,13,45
4393696,8462,466,27,37
4393698,8463,429,26,42
4393700,8464,171,11,9
4393706,8465,276,10,22
4393709,8466,137,11,14
4393716,8467,340,17,23
4393720,8468,512,23,31
4393725,8469,360,23,25
4393728,8470,358,20,36
4393729,8471,56,3,4
4393732,8472,259,21,16
4393735,8473,229,11,13
4393750,8474,0,0,0
4393757,8475,0,0,0
4393759,8476,0,0,0
4393822,8477,0,0,0
4393826,8478,0,0,0
4393841,8479,246,7,16
4393842,8480,208,20,20
4393847,8481,294,26,9
4393850,8482,329,12,14
4394006,8483,15,4,10
4394016,8484,159,30,40
4394017,8485,52,5,11
4394018,8486,124,7,5
4394020,8487,155,8,8
4394042,8488,148,3,6
4394044,8489,366,16,20
4394045,8490,546,34,38
4394046,8491,480,28,27
4394047,8492,630,33,34
4394048,8493,12,0,1
4394050,8494,30,0,3
4394051,8495,0,0,0
4394053,8496,136,13,9
4394057,8497,122,7,23
4394060,8498,116,26,45
4394065,8499,548,33,29
4394067,8500,36,1,3
4394068,8501,29,0,0
4394069,8502,493,36,22
4394070,8503,265,18,36
4394073,8504,49,5,1
4394077,8505,32,5,3
4394086,8506,627,63,75
4394087,8507,10,0,0
4394091,8508,345,15,21
4394092,8509,11,1,2
4394093,8510,29,1,8
4394096,8511,69,14,20
4394097,8512,21,2,3
4394101,8513,68,3,4
4394102,8514,65,1,4
4394107,8515,35,1,2
4394110,8516,30,2,6
4394113,8517,44,7,3
4394115,8518,172,16,16
4394116,8519,362,38,51
4394118,8520,112,16,24
4394121,8521,314,21,27
4394122,8522,34,0,8
4394123,8523,35,1,1
4394124,8524,145,24,28
4394125,8525,41,0,4
4394128,8526,308,16,13
4394129,8527,198,23,27
4394130,8528,528,65,92
4394135,8529,139,8,9
4394136,8530,160,14,18
4394137,8531,253,29,32
4394138,8532,58,1,2
4394141,8533,261,10,13
4394144,8534,255,10,28
4394155,8535,55,4,10
4394159,8536,147,0,4
4394162,8537,29,2,4
4394163,8538,189,25,28
4394178,8539,437,37,35
4394179,8540,87,8,8
4394182,8541,497,53,91
4394191,8542,173,10,3
4394195,8543,31,0,3
4394201,8544,26,2,0
4394202,8545,111,5,12
4394203,8546,115,6,6
4394204,8547,334,21,23
4394218,8548,122,8,5
4394222,8549,88,3,7
4394230,8550,560,41,59
4394231,8551,30,5,2
4394232,8552,165,15,13
4394233,8553,31,4,10
4394234,8554,498,29,46
4394239,8555,12,0,0
4394242,8556,122,5,6
4394243,8557,234,17,18
4394245,8558,2,0,1
4394245,8559,0,0,0
4394250,8560,249,12,17
4394252,8561,118,6,14
4394253,8562,47,8,5
4394256,8563,14,2,3
4394259,8564,257,15,19
4394261,8565,254,12,14
4394272,8566,80,3,7
4394276,8567,276,14,24
4394284,8568,54,6,1
4394285,8569,22,1,3
4394288,8570,4,0,0
4394290,8571,233,12,7
4394312,8572,8,0,0
4394328,8573,143,9,9
4394338,8574,277,19,12
4394340,8575,363,25,25
4394342,8576,409,35,51
4394343,8577,467,46,47
4394344,8578,282,21,38
4394350,8579,113,13,31
4394362,8580,0,0,0
4394369,8581,581,37,41
4394370,8582,0,0,0
4394371,8583,594,42,36
4394373,8584,34,3,2
4394374,8585,278,18,13
4394375,8586,572,22,41
4394395,8587,105,4,3
4394397,8588,41,5,2
4394399,8589,39,2,3
4394400,8590,33,2,2
4394410,8591,299,27,22
4394429,8592,281,12,29
4394432,8593,0,0,0
4394452,8594,287,19,22
4394454,8595,336,10,11
4394456,8596,182,17,26
4394458,8597,1,0,0
4394475,8598,4,0,0
4394478,8599,0,0,0
4394480,8600,203,11,25
4394483,8601,1,0,0
4394485,8602,36,0,1
4394487,8603,0,0,0
4394492,8604,52,5,11
4394493,8605,156,12,24
4394494,8606,6,1,1
4394495,8607,8,1,0
4394496,8608,19,2,1
4394497,8609,97,7,1
4394498,8610,126,19,16
4394499,8611,90,8,10
4394503,8612,44,6,6
4394508,8613,347,21,19
4394512,8614,0,0,0
4394528,8615,414,25,40
4394531,8616,372,18,24
4394532,8617,272,19,15
4394533,8618,176,15,10
4394534,8619,384,28,19
4394540,8620,322,17,21
4394551,8621,248,19,12
4394563,8622,0,0,0
4394565,8623,4,0,0
4394568,8624,11,1,2
4394572,8625,2,0,0
4394573,8626,0,0,0
4394587,8627,1,0,0
4394588,8628,514,29,43
4394591,8629,270,26,23
4394592,8630,0,0,0
4394593,8631,28,4,0
4394595,8632,6,1,0
4394596,8633,4,0,0
4394599,8634,253,14,26
4394602,8635,0,0,0
4394604,8636,0,0,0
4394615,8637,0,0,0
4394620,8638,1,0,0
4394629,8639,0,0,0
4394630,8640,0,0,0
4394632,8641,0,0,0
4394634,8642,57,15,14
4394638,8643,145,12,9
