CNTYVTD,VTDKEY,AbelR_24P_U.S. Rep 31,AndersonR_24P_U.S. Rep 31,CarterR_24P_U.S. Rep 31,GarapatiR_24P_U.S. Rep 31,LatimerR_24P_U.S. Rep 31,WilliamsR_24P_U.S. Rep 31,AbelR_24P_U.S. Rep 31_Percentage,AndersonR_24P_U.S. Rep 31_Percentage,CarterR_24P_U.S. Rep 31_Percentage,GarapatiR_24P_U.S. Rep 31_Percentage,LatimerR_24P_U.S. Rep 31_Percentage,WilliamsR_24P_U.S. Rep 31_Percentage
4910424,9600,26,14,487,28,33,67,0.03969465648854962,0.021374045801526718,0.7435114503816794,0.042748091603053436,0.050381679389312976,0.10229007633587786
4910425,9601,3,2,75,1,4,17,0.029411764705882353,0.0196078431372549,0.7352941176470589,0.00980392156862745,0.0392156862745098,0.16666666666666666
4910427,9603,11,18,282,30,11,42,0.027918781725888325,0.04568527918781726,0.7157360406091371,0.07614213197969544,0.027918781725888325,0.1065989847715736
4910428,9604,14,11,318,36,15,66,0.030434782608695653,0.02391304347826087,0.691304347826087,0.0782608695652174,0.03260869565217391,0.14347826086956522
4910429,9605,7,10,200,22,10,22,0.025830258302583026,0.03690036900369004,0.7380073800738007,0.08118081180811808,0.03690036900369004,0.08118081180811808
4910432,9606,2,1,10,1,0,2,0.125,0.0625,0.625,0.0625,0.0,0.125
4910433,9607,30,26,351,32,41,67,0.054844606946983544,0.04753199268738574,0.6416819012797075,0.05850091407678245,0.07495429616087751,0.12248628884826325
4910434,9608,3,6,173,16,18,38,0.011811023622047244,0.023622047244094488,0.6811023622047244,0.06299212598425197,0.07086614173228346,0.14960629921259844
4910436,9609,10,6,186,9,13,26,0.04,0.024,0.744,0.036,0.052,0.104
4910437,9610,23,21,369,47,40,63,0.04085257548845471,0.037300177619893425,0.655417406749556,0.08348134991119005,0.07104795737122557,0.11190053285968028
4910456,9611,11,6,160,17,10,14,0.05045871559633028,0.027522935779816515,0.7339449541284404,0.0779816513761468,0.045871559633027525,0.06422018348623854
4910468,9612,7,2,53,7,9,17,0.07368421052631578,0.021052631578947368,0.5578947368421052,0.07368421052631578,0.09473684210526316,0.17894736842105263
4910470,9613,21,13,332,18,37,62,0.043478260869565216,0.026915113871635612,0.6873706004140787,0.037267080745341616,0.07660455486542443,0.12836438923395446
4910471,9614,1,3,39,5,2,8,0.017241379310344827,0.05172413793103448,0.6724137931034483,0.08620689655172414,0.034482758620689655,0.13793103448275862
4910472,9615,7,3,77,3,3,19,0.0625,0.026785714285714284,0.6875,0.026785714285714284,0.026785714285714284,0.16964285714285715
4910473,9616,4,4,73,6,5,10,0.0392156862745098,0.0392156862745098,0.7156862745098039,0.058823529411764705,0.049019607843137254,0.09803921568627451
4910482,9617,12,17,337,21,23,46,0.02631578947368421,0.03728070175438596,0.7390350877192983,0.046052631578947366,0.05043859649122807,0.10087719298245613
4910484,9618,10,14,237,18,12,43,0.029940119760479042,0.041916167664670656,0.7095808383233533,0.05389221556886228,0.03592814371257485,0.12874251497005987
4910485,9619,9,4,145,12,16,24,0.04285714285714286,0.01904761904761905,0.6904761904761905,0.05714285714285714,0.0761904761904762,0.11428571428571428
4910486,9620,12,10,211,26,14,33,0.0392156862745098,0.032679738562091505,0.6895424836601307,0.08496732026143791,0.0457516339869281,0.10784313725490197
4910487,9621,0,0,15,2,1,2,0.0,0.0,0.75,0.1,0.05,0.1
4910488,9622,12,9,234,10,18,28,0.03858520900321544,0.028938906752411574,0.752411575562701,0.03215434083601286,0.05787781350482315,0.09003215434083602
4910491,9625,15,12,223,20,22,48,0.04411764705882353,0.03529411764705882,0.6558823529411765,0.058823529411764705,0.06470588235294118,0.1411764705882353
